iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.93,4.501,iteration
2,0,1,3,4.52,5.387,iteration
2,0,1,4,4.63,5.831,iteration
2,0,1,5,9.66,6.203,iteration
2,0,1,6,19.13,6.33,iteration
2,0,1,7,22.1,6.66,iteration
2,0,1,8,27.94,6.97,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.93,4.501,iteration
4,0,1,3,4.52,5.379,iteration
4,0,1,4,4.63,5.86,iteration
4,0,1,5,9.66,6.235,iteration
4,0,1,6,19.13,6.33,iteration
4,0,1,7,22.1,6.66,iteration
4,0,1,8,27.94,6.97,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.93,4.501,iteration
6,0,1,3,4.52,5.367,iteration
6,0,1,4,4.63,5.877,iteration
6,0,1,5,9.66,6.25,iteration
6,0,1,6,19.13,6.33,iteration
6,0,1,7,22.1,6.66,iteration
6,0,1,8,27.94,6.97,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.93,4.515,iteration
8,0,1,3,4.52,5.363,iteration
8,0,1,4,4.63,5.873,iteration
8,0,1,5,9.66,6.224,iteration
8,0,1,6,19.13,6.33,iteration
8,0,1,7,22.1,6.66,iteration
8,0,1,8,27.94,6.97,iteration
8,0,1,9,45.0,8.1,iteration
