iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.49346341463414634,0.0546880722541658,0.4964845685711372,0.49346341463414634,-0.611,-0.339,41
1,0,x,-0.010073170731707314,0.3359897203889125,0.3361406862841952,0.2732926829268293,-0.723,0.569,41
1,0,y,0.036219512195121956,0.37438740286520367,0.37613532204222044,0.32114634146341464,-0.72,0.621,41
1,0,z,0.9215853658536585,0.4666761019980407,1.033008311066134,0.9215853658536585,0.17,2.0,41
2,0,origin_time,0.07770731707317073,0.034512807027239384,0.08502682503545429,0.07770731707317073,0.019,0.156,41
2,0,x,0.2691707317073171,0.16870900079202975,0.3176721734053796,0.27834146341463417,-0.086,0.558,41
2,0,y,-0.2772439024390244,0.1909744945922648,0.3366532920147822,0.2892926829268293,-0.594,0.15,41
2,0,z,-0.08734146341463415,0.23709199714468127,0.2526680556411186,0.2075365853658537,-0.536,0.415,41
3,0,origin_time,0.0012926829268292684,0.006689066078087851,0.006812828645015334,0.004512195121951219,-0.027,0.018,41
3,0,x,0.013195121951219514,0.021077348276075467,0.024866963096818573,0.019097560975609756,-0.073,0.052,41
3,0,y,-0.03570731707317073,0.030899714974168137,0.04722080979874001,0.04053658536585366,-0.107,0.061,41
3,0,z,-0.047975609756097576,0.08466504672427294,0.0973130477803089,0.0692439024390244,-0.261,0.138,41
4,0,origin_time,0.009317073170731707,0.00740941729182546,0.011904088250394095,0.009804878048780488,-0.003,0.024,41
4,0,x,0.12048780487804879,0.025431037260738094,0.12314239229642976,0.12048780487804879,0.054,0.174,41
4,0,y,-0.18926829268292683,0.02824200676059611,0.19136378330545098,0.18926829268292683,-0.243,-0.127,41
4,0,z,-0.04341463414634147,0.06473133052622523,0.07794212987695484,0.05717073170731707,-0.284,0.101,41
5,0,origin_time,0.0030975609756097562,0.0020339182184770134,0.0037056318377670996,0.003390243902439025,-0.006,0.008,41
5,0,x,0.004097560975609755,0.004101188870159603,0.005797392180762052,0.00526829268292683,-0.014,0.011,41
5,0,y,-0.018804878048780487,0.013161695183641017,0.022953292978058405,0.019926829268292683,-0.072,0.023,41
5,0,z,-0.020609756097560977,0.04331725170255453,0.04797026518024906,0.024804878048780492,-0.228,0.055,41
6,0,origin_time,0.006243902439024391,0.003681068825463459,0.007248212563512031,0.006292682926829269,-0.001,0.01,41
6,0,x,0.08046341463414634,0.0170309582689814,0.08224606151145683,0.08046341463414634,0.027,0.12,41
6,0,y,-0.12265853658536585,0.020479150320714422,0.12435639185470906,0.12265853658536585,-0.158,-0.07,41
6,0,z,-0.021365853658536587,0.04823709537910353,0.05275715186750258,0.03839024390243903,-0.125,0.107,41
7,0,origin_time,0.005390243902439025,0.0007611944650891335,0.005443725410182205,0.005390243902439025,0.004,0.007,41
7,0,x,0.0032682926829268296,0.0018744025421308145,0.003767641430818425,0.0033658536585365858,-0.002,0.008,41
7,0,y,-0.01102439024390244,0.005200787017731765,0.012189559707128823,0.01102439024390244,-0.025,-0.002,41
7,0,z,-0.008170731707317073,0.013004506609154044,0.015358321808729227,0.010463414634146342,-0.044,0.019,41
8,0,origin_time,0.000902439024390244,0.002127690584152623,0.0023111606206912896,0.002024390243902439,-0.003,0.004,41
8,0,x,0.05704878048780488,0.009141039113457816,0.05777648268300444,0.05704878048780488,0.022,0.07,41
8,0,y,-0.0801219512195122,0.011432079643408291,0.08093342642070163,0.0801219512195122,-0.1,-0.051,41
8,0,z,-0.00448780487804878,0.028177245577809255,0.028532394939359888,0.022000000000000002,-0.06,0.076,41
