iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.88,4.606,iteration
2,0,1,3,3.86,5.641,iteration
2,0,1,4,5.67,5.915,iteration
2,0,1,5,9.63,6.12,iteration
2,0,1,6,19.07,6.36,iteration
2,0,1,7,22.19,6.63,iteration
2,0,1,8,27.19,7.03,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.88,4.591,iteration
4,0,1,3,3.86,5.643,iteration
4,0,1,4,5.67,5.923,iteration
4,0,1,5,9.63,6.134,iteration
4,0,1,6,19.07,6.36,iteration
4,0,1,7,22.19,6.63,iteration
4,0,1,8,27.19,7.03,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.88,4.578,iteration
6,0,1,3,3.86,5.643,iteration
6,0,1,4,5.67,5.928,iteration
6,0,1,5,9.63,6.144,iteration
6,0,1,6,19.07,6.36,iteration
6,0,1,7,22.19,6.63,iteration
6,0,1,8,27.19,7.03,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.88,4.566,iteration
8,0,1,3,3.86,5.642,iteration
8,0,1,4,5.67,5.931,iteration
8,0,1,5,9.63,6.151,iteration
8,0,1,6,19.07,6.36,iteration
8,0,1,7,22.19,6.63,iteration
8,0,1,8,27.19,7.03,iteration
8,0,1,9,45.0,8.1,iteration
