iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.31,4.672,iteration
2,0,1,3,3.18,5.739,iteration
2,0,1,4,5.74,6.073,iteration
2,0,1,5,9.74,6.27,iteration
2,0,1,6,19.04,6.36,iteration
2,0,1,7,22.28,6.63,iteration
2,0,1,8,27.26,6.78,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.31,4.671,iteration
4,0,1,3,3.18,5.712,iteration
4,0,1,4,5.74,6.09,iteration
4,0,1,5,9.74,6.272,iteration
4,0,1,6,19.04,6.36,iteration
4,0,1,7,22.28,6.63,iteration
4,0,1,8,27.26,6.78,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.31,4.668,iteration
6,0,1,3,3.18,5.706,iteration
6,0,1,4,5.74,6.091,iteration
6,0,1,5,9.74,6.272,iteration
6,0,1,6,19.04,6.36,iteration
6,0,1,7,22.28,6.63,iteration
6,0,1,8,27.26,6.78,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.31,4.666,iteration
8,0,1,3,3.18,5.703,iteration
8,0,1,4,5.74,6.093,iteration
8,0,1,5,9.74,6.27,iteration
8,0,1,6,19.04,6.36,iteration
8,0,1,7,22.28,6.63,iteration
8,0,1,8,27.26,6.78,iteration
8,0,1,9,45.0,8.1,iteration
