iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.23,4.61,iteration
2,0,1,3,3.46,5.176,iteration
2,0,1,4,6.06,5.412,iteration
2,0,1,5,8.61,5.66,iteration
2,0,1,6,9.44,5.796,iteration
2,0,1,7,12.72,6.06,iteration
2,0,1,8,15.62,6.425,iteration
2,0,1,9,18.25,6.673,iteration
2,0,1,10,23.48,6.85,iteration
2,0,1,11,27.66,7.09,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.23,4.501,iteration
4,0,1,3,3.46,5.215,iteration
4,0,1,4,6.06,5.541,iteration
4,0,1,5,8.61,5.697,iteration
4,0,1,6,9.44,5.884,iteration
4,0,1,7,12.72,6.099,iteration
4,0,1,8,15.62,6.482,iteration
4,0,1,9,18.25,6.645,iteration
4,0,1,10,23.48,6.85,iteration
4,0,1,11,27.66,7.09,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.23,4.5,iteration
6,0,1,3,3.46,5.057,iteration
6,0,1,4,6.06,5.693,iteration
6,0,1,5,8.61,5.723,iteration
6,0,1,6,9.44,6.03,iteration
6,0,1,7,12.72,6.166,iteration
6,0,1,8,15.62,6.596,iteration
6,0,1,9,18.25,6.639,iteration
6,0,1,10,23.48,6.85,iteration
6,0,1,11,27.66,7.09,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.23,4.5,iteration
8,0,1,3,3.46,4.857,iteration
8,0,1,4,6.06,5.759,iteration
8,0,1,5,8.61,5.784,iteration
8,0,1,6,9.44,6.101,iteration
8,0,1,7,12.72,6.223,iteration
8,0,1,8,15.62,6.67,iteration
8,0,1,9,18.25,6.671,iteration
8,0,1,10,23.48,6.85,iteration
8,0,1,11,27.66,7.09,iteration
8,0,1,12,45.0,8.1,iteration
