iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.42,5.02,iteration
2,0,1,3,4.26,5.892,iteration
2,0,1,4,5.55,6.052,iteration
2,0,1,5,9.15,6.305,iteration
2,0,1,6,18.99,6.47,iteration
2,0,1,7,22.79,6.68,iteration
2,0,1,8,26.71,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.42,5.192,iteration
4,0,1,3,4.26,5.866,iteration
4,0,1,4,5.55,6.042,iteration
4,0,1,5,9.15,6.308,iteration
4,0,1,6,18.99,6.47,iteration
4,0,1,7,22.79,6.68,iteration
4,0,1,8,26.71,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.42,5.291,iteration
6,0,1,3,4.26,5.873,iteration
6,0,1,4,5.55,6.038,iteration
6,0,1,5,9.15,6.305,iteration
6,0,1,6,18.99,6.47,iteration
6,0,1,7,22.79,6.68,iteration
6,0,1,8,26.71,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.42,5.356,iteration
8,0,1,3,4.26,5.881,iteration
8,0,1,4,5.55,6.032,iteration
8,0,1,5,9.15,6.297,iteration
8,0,1,6,18.99,6.47,iteration
8,0,1,7,22.79,6.68,iteration
8,0,1,8,26.71,6.96,iteration
8,0,1,9,45.0,8.1,iteration
