iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.95,4.774,iteration
2,0,1,3,4.41,5.781,iteration
2,0,1,4,5.82,5.994,iteration
2,0,1,5,9.25,6.257,iteration
2,0,1,6,19.13,6.37,iteration
2,0,1,7,22.32,6.58,iteration
2,0,1,8,26.17,6.77,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.95,4.772,iteration
4,0,1,3,4.41,5.79,iteration
4,0,1,4,5.82,5.99,iteration
4,0,1,5,9.25,6.255,iteration
4,0,1,6,19.13,6.37,iteration
4,0,1,7,22.32,6.58,iteration
4,0,1,8,26.17,6.77,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.95,4.77,iteration
6,0,1,3,4.41,5.802,iteration
6,0,1,4,5.82,5.988,iteration
6,0,1,5,9.25,6.247,iteration
6,0,1,6,19.13,6.37,iteration
6,0,1,7,22.32,6.58,iteration
6,0,1,8,26.17,6.77,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.95,4.769,iteration
8,0,1,3,4.41,5.807,iteration
8,0,1,4,5.82,5.99,iteration
8,0,1,5,9.25,6.242,iteration
8,0,1,6,19.13,6.37,iteration
8,0,1,7,22.32,6.58,iteration
8,0,1,8,26.17,6.77,iteration
8,0,1,9,45.0,8.1,iteration
