iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,0.85,4.61,iteration
2,0,1,3,3.33,5.435,iteration
2,0,1,4,6.15,6.111,iteration
2,0,1,5,9.85,6.382,iteration
2,0,1,6,19.12,6.68,iteration
2,0,1,7,22.41,6.91,iteration
2,0,1,8,27.09,7.13,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,0.85,4.501,iteration
4,0,1,3,3.33,5.526,iteration
4,0,1,4,6.15,6.134,iteration
4,0,1,5,9.85,6.415,iteration
4,0,1,6,19.12,6.68,iteration
4,0,1,7,22.41,6.91,iteration
4,0,1,8,27.09,7.13,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,0.85,4.501,iteration
6,0,1,3,3.33,5.606,iteration
6,0,1,4,6.15,6.167,iteration
6,0,1,5,9.85,6.447,iteration
6,0,1,6,19.12,6.68,iteration
6,0,1,7,22.41,6.91,iteration
6,0,1,8,27.09,7.13,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,0.85,4.501,iteration
8,0,1,3,3.33,5.643,iteration
8,0,1,4,6.15,6.19,iteration
8,0,1,5,9.85,6.464,iteration
8,0,1,6,19.12,6.68,iteration
8,0,1,7,22.41,6.91,iteration
8,0,1,8,27.09,7.13,iteration
8,0,1,9,45.0,8.1,iteration
