iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.28,4.859,iteration
2,0,1,3,4.7,5.911,iteration
2,0,1,4,5.8,6.06,iteration
2,0,1,5,8.76,6.359,iteration
2,0,1,6,19.63,6.7,iteration
2,0,1,7,22.84,6.88,iteration
2,0,1,8,26.61,7.12,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.28,4.881,iteration
4,0,1,3,4.7,5.933,iteration
4,0,1,4,5.8,6.044,iteration
4,0,1,5,8.76,6.328,iteration
4,0,1,6,19.63,6.7,iteration
4,0,1,7,22.84,6.88,iteration
4,0,1,8,26.61,7.12,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.28,4.901,iteration
6,0,1,3,4.7,5.937,iteration
6,0,1,4,5.8,6.039,iteration
6,0,1,5,8.76,6.304,iteration
6,0,1,6,19.63,6.7,iteration
6,0,1,7,22.84,6.88,iteration
6,0,1,8,26.61,7.12,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.28,4.918,iteration
8,0,1,3,4.7,5.93,iteration
8,0,1,4,5.8,6.041,iteration
8,0,1,5,8.76,6.289,iteration
8,0,1,6,19.63,6.7,iteration
8,0,1,7,22.84,6.88,iteration
8,0,1,8,26.61,7.12,iteration
8,0,1,9,45.0,8.1,iteration
