iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.77,4.501,iteration
2,0,1,3,4.25,5.36,iteration
2,0,1,4,6.41,5.966,iteration
2,0,1,5,8.94,6.119,iteration
2,0,1,6,18.08,6.37,iteration
2,0,1,7,22.29,6.75,iteration
2,0,1,8,26.54,7.07,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.77,4.501,iteration
4,0,1,3,4.25,5.444,iteration
4,0,1,4,6.41,6.014,iteration
4,0,1,5,8.94,6.172,iteration
4,0,1,6,18.08,6.37,iteration
4,0,1,7,22.29,6.75,iteration
4,0,1,8,26.54,7.07,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.77,4.501,iteration
6,0,1,3,4.25,5.528,iteration
6,0,1,4,6.41,6.052,iteration
6,0,1,5,8.94,6.236,iteration
6,0,1,6,18.08,6.37,iteration
6,0,1,7,22.29,6.75,iteration
6,0,1,8,26.54,7.07,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.77,4.501,iteration
8,0,1,3,4.25,5.621,iteration
8,0,1,4,6.41,6.087,iteration
8,0,1,5,8.94,6.283,iteration
8,0,1,6,18.08,6.37,iteration
8,0,1,7,22.29,6.75,iteration
8,0,1,8,26.54,7.07,iteration
8,0,1,9,45.0,8.1,iteration
