iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.99,4.546,iteration
2,0,1,3,4.51,5.02,iteration
2,0,1,4,6.46,6.054,iteration
2,0,1,5,10.13,6.327,iteration
2,0,1,6,18.4,6.55,iteration
2,0,1,7,22.22,6.7,iteration
2,0,1,8,26.51,6.99,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.99,4.501,iteration
4,0,1,3,4.51,5.22,iteration
4,0,1,4,6.46,6.059,iteration
4,0,1,5,10.13,6.343,iteration
4,0,1,6,18.4,6.55,iteration
4,0,1,7,22.22,6.7,iteration
4,0,1,8,26.51,6.99,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.99,4.501,iteration
6,0,1,3,4.51,5.388,iteration
6,0,1,4,6.46,6.082,iteration
6,0,1,5,10.13,6.37,iteration
6,0,1,6,18.4,6.55,iteration
6,0,1,7,22.22,6.7,iteration
6,0,1,8,26.51,6.99,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.99,4.501,iteration
8,0,1,3,4.51,5.538,iteration
8,0,1,4,6.46,6.102,iteration
8,0,1,5,10.13,6.387,iteration
8,0,1,6,18.4,6.55,iteration
8,0,1,7,22.22,6.7,iteration
8,0,1,8,26.51,6.99,iteration
8,0,1,9,45.0,8.1,iteration
