sta,dis,azm,pha,wet,ptt,res,eid,ort,lat,lon,dep,mag,nst,dmn,gap,rms,erh,erz
KVCH,18.000,121.000,P,0,4.241,0.029,49,,,,,,,,,,,
BLVR,19.000,208.000,P,0,4.591,0.240,49,,,,,,,,,,,
VRDN,20.000,279.000,P,0,4.451,0.064,49,,,,,,,,,,,
NMVR,20.000,232.000,P,0,4.601,0.087,49,,,,,,,,,,,
AZGN,21.000,307.000,P,0,4.571,-0.063,49,,,,,,,,,,,
FRMZ,22.000,57.000,P,0,4.781,0.074,49,,,,,,,,,,,
HRS ,27.000,247.000,P,0,5.181,-0.448,49,,,,,,,,,,,
MGSL,28.000,235.000,P,0,5.751,0.063,49,,,,,,,,,,,
GOLJ,29.000,91.000,P,0,5.881,-0.064,49,,,,,,,,,,,
KRNG,31.000,275.000,P,0,6.131,0.034,49,,,,,,,,,,,
,,,,,,,49,2012-08-15 01:22:56.769,38.413,46.756,12.001,1.900,14.000,3.000,97.000,0.170,0.200,0.000
ZANG,5.000,280.000,P,0,2.857,-0.154,50,,,,,,,,,,,
HIGH,9.000,179.000,P,0,3.187,-0.103,50,,,,,,,,,,,
KVCH,13.000,142.000,P,0,3.737,0.033,50,,,,,,,,,,,
SRND,14.000,156.000,P,0,3.787,0.050,50,,,,,,,,,,,
FRMZ,15.000,44.000,P,0,4.067,0.115,50,,,,,,,,,,,
ORNG,18.000,295.000,P,0,4.457,0.178,50,,,,,,,,,,,
GOLJ,22.000,93.000,P,0,4.887,-0.043,50,,,,,,,,,,,
BLVR,24.000,222.000,P,0,5.427,0.250,50,,,,,,,,,,,
VRDN,27.000,274.000,P,0,5.547,0.011,50,,,,,,,,,,,
AZGN,27.000,296.000,P,0,5.507,-0.066,50,,,,,,,,,,,
NMVR,27.000,240.000,P,0,5.677,0.099,50,,,,,,,,,,,
HRS ,34.000,250.000,P,0,6.357,-0.433,50,,,,,,,,,,,
MGSL,35.000,241.000,P,0,6.897,0.115,50,,,,,,,,,,,
KRNG,38.000,273.000,P,0,7.287,0.016,50,,,,,,,,,,,
TBZ ,50.000,114.000,P,0,9.097,-0.068,50,,,,,,,,,,,
,,,,,,,50,2012-08-15 01:23:40.033,38.422,46.672,13.476,3.000,15.000,5.000,107.000,0.160,0.141,0.000
ZANG,6.000,72.000,P,0,2.175,-0.097,51,,,,,,,,,,,
ORNG,10.000,325.000,P,0,2.925,0.184,51,,,,,,,,,,,
HIGH,14.000,127.000,P,0,3.175,-0.102,51,,,,,,,,,,,
VRDN,17.000,280.000,P,0,3.675,-0.007,51,,,,,,,,,,,
NMVR,18.000,225.000,P,0,3.955,0.009,51,,,,,,,,,,,
BLVR,18.000,199.000,P,0,4.045,0.095,51,,,,,,,,,,,
AZGN,19.000,313.000,P,0,3.975,-0.081,51,,,,,,,,,,,
SRND,20.000,126.000,P,0,4.295,0.060,51,,,,,,,,,,,
KVCH,21.000,117.000,P,0,4.505,0.067,51,,,,,,,,,,,
FRMZ,24.000,61.000,P,0,5.035,0.055,51,,,,,,,,,,,
MGSL,26.000,231.000,P,0,5.145,-0.041,51,,,,,,,,,,,
KRNG,28.000,276.000,P,0,5.445,-0.073,51,,,,,,,,,,,
GOLJ,33.000,91.000,P,0,6.335,-0.067,51,,,,,,,,,,,
,,,,,,,51,2012-08-15 01:32:21.905,38.414,46.793,7.892,1.900,13.000,6.000,95.000,0.090,0.200,0.000
HIGH,6.000,192.000,P,0,1.847,-0.015,52,,,,,,,,,,,
ZANG,8.000,301.000,P,0,2.097,-0.003,52,,,,,,,,,,,
KVCH,10.000,138.000,P,0,2.457,-0.024,52,,,,,,,,,,,
SRND,10.000,157.000,P,0,2.577,0.027,52,,,,,,,,,,,
FRMZ,17.000,34.000,P,0,3.807,0.099,52,,,,,,,,,,,
GOLJ,21.000,85.000,P,0,4.347,-0.097,52,,,,,,,,,,,
ORNG,21.000,300.000,P,0,4.557,0.162,52,,,,,,,,,,,
BLVR,23.000,230.000,P,0,5.127,0.274,52,,,,,,,,,,,
NMVR,27.000,247.000,P,0,5.567,0.076,52,,,,,,,,,,,
VRDN,29.000,280.000,P,0,5.747,-0.010,52,,,,,,,,,,,
AZGN,30.000,300.000,P,0,5.857,-0.081,52,,,,,,,,,,,
MGSL,35.000,246.000,P,0,6.867,0.061,52,,,,,,,,,,,
HRS ,35.000,256.000,P,0,6.437,-0.457,52,,,,,,,,,,,
KRNG,40.000,277.000,P,0,7.617,-0.011,52,,,,,,,,,,,
,,,,,,,52,2012-08-15 01:35:40.143,38.395,46.655,3.992,2.000,14.000,6.000,92.000,0.160,0.200,-0.100
ZANG,1.000,300.000,P,0,2.468,-0.144,53,,,,,,,,,,,
HIGH,10.000,155.000,P,0,3.158,-0.069,53,,,,,,,,,,,
ORNG,14.000,300.000,P,0,3.818,0.191,53,,,,,,,,,,,
SRND,16.000,143.000,P,0,3.958,0.061,53,,,,,,,,,,,
KVCH,16.000,131.000,P,0,3.988,0.039,53,,,,,,,,,,,
FRMZ,18.000,55.000,P,0,4.288,0.079,53,,,,,,,,,,,
BLVR,22.000,214.000,P,0,4.928,0.180,53,,,,,,,,,,,
VRDN,23.000,274.000,P,0,4.848,0.021,53,,,,,,,,,,,
AZGN,23.000,300.000,P,0,4.858,-0.056,53,,,,,,,,,,,
NMVR,24.000,234.000,P,0,5.078,0.076,53,,,,,,,,,,,
GOLJ,26.000,94.000,P,0,5.398,-0.060,53,,,,,,,,,,,
HRS ,31.000,247.000,P,0,5.768,-0.388,53,,,,,,,,,,,
MGSL,31.000,237.000,P,0,6.308,0.101,53,,,,,,,,,,,
KRNG,34.000,273.000,P,0,6.588,0.013,53,,,,,,,,,,,
TBZ ,54.000,113.000,P,0,9.718,-0.044,53,,,,,,,,,,,
,,,,,,,53,2012-08-15 01:39:55.712,38.425,46.720,11.863,3.100,15.000,1.000,113.000,0.140,0.141,0.000
ZANG,1.000,53.000,P,0,2.286,-0.038,54,,,,,,,,,,,
HIGH,11.000,150.000,P,0,3.046,-0.087,54,,,,,,,,,,,
SRND,17.000,140.000,P,0,3.926,0.014,54,,,,,,,,,,,
KVCH,17.000,128.000,P,0,3.996,0.007,54,,,,,,,,,,,
FRMZ,19.000,57.000,P,0,4.366,0.116,54,,,,,,,,,,,
BLVR,22.000,211.000,P,0,4.846,0.260,54,,,,,,,,,,,
VRDN,21.000,274.000,P,0,4.616,0.070,54,,,,,,,,,,,
AZGN,22.000,301.000,P,0,4.676,0.026,54,,,,,,,,,,,
NMVR,23.000,232.000,P,0,4.866,0.079,54,,,,,,,,,,,
GOLJ,28.000,94.000,P,0,5.506,-0.105,54,,,,,,,,,,,
HRS ,30.000,246.000,P,0,5.526,-0.409,54,,,,,,,,,,,
MGSL,30.000,235.000,P,0,6.066,0.054,54,,,,,,,,,,,
KRNG,33.000,273.000,P,0,6.346,0.013,54,,,,,,,,,,,
,,,,,,,54,2012-08-15 01:45:31.844,38.427,46.735,10.080,1.400,13.000,1.000,111.000,0.150,0.200,0.000
ZANG,6.000,300.000,P,0,1.812,0.041,55,,,,,,,,,,,
HIGH,7.000,177.000,P,0,1.972,-0.036,55,,,,,,,,,,,
KVCH,12.000,135.000,P,0,2.812,-0.026,55,,,,,,,,,,,
SRND,12.000,152.000,P,0,2.872,0.005,55,,,,,,,,,,,
FRMZ,17.000,40.000,P,0,3.872,0.133,55,,,,,,,,,,,
ORNG,19.000,300.000,P,0,4.162,0.095,55,,,,,,,,,,,
GOLJ,22.000,89.000,P,0,4.642,-0.086,55,,,,,,,,,,,
BLVR,23.000,225.000,P,0,4.882,0.101,55,,,,,,,,,,,
NMVR,26.000,243.000,P,0,5.292,-0.035,55,,,,,,,,,,,
VRDN,27.000,278.000,P,0,5.322,-0.150,55,,,,,,,,,,,
AZGN,28.000,300.000,P,0,5.452,-0.173,55,,,,,,,,,,,
MGSL,34.000,244.000,P,0,6.782,0.135,55,,,,,,,,,,,
HRS ,34.000,253.000,P,4,6.042,-0.651,55,,,,,,,,,,,
,,,,,,,55,2012-08-15 01:46:48.058,38.405,46.674,3.899,1.500,13.000,6.000,99.000,0.110,0.200,-0.100
HIGH,6.000,194.000,P,0,1.632,-0.075,56,,,,,,,,,,,
ZANG,8.000,303.000,P,0,2.132,0.058,56,,,,,,,,,,,
KVCH,9.000,137.000,P,0,2.342,-0.000,56,,,,,,,,,,,
SRND,10.000,157.000,P,0,2.422,0.014,56,,,,,,,,,,,
FRMZ,17.000,32.000,P,0,3.952,0.113,56,,,,,,,,,,,
GOLJ,21.000,84.000,P,0,4.432,-0.082,56,,,,,,,,,,,
ORNG,21.000,301.000,P,0,4.632,0.093,56,,,,,,,,,,,
BLVR,23.000,231.000,P,0,5.082,0.164,56,,,,,,,,,,,
NMVR,27.000,248.000,P,0,5.542,-0.037,56,,,,,,,,,,,
VRDN,29.000,281.000,P,0,5.812,-0.075,56,,,,,,,,,,,
AZGN,30.000,301.000,P,0,5.942,-0.145,56,,,,,,,,,,,
MGSL,35.000,247.000,P,0,6.992,0.094,56,,,,,,,,,,,
KRNG,40.000,278.000,P,0,7.632,-0.123,56,,,,,,,,,,,
,,,,,,,56,2012-08-15 02:04:37.798,38.392,46.654,3.241,1.800,13.000,6.000,89.000,0.100,0.200,-0.100
ZANG,5.000,15.000,P,0,2.436,-0.072,57,,,,,,,,,,,
HIGH,8.000,130.000,P,0,2.696,-0.125,57,,,,,,,,,,,
SRND,15.000,127.000,P,0,3.606,0.025,57,,,,,,,,,,,
ORNG,15.000,318.000,P,0,3.796,0.177,57,,,,,,,,,,,
KVCH,16.000,115.000,P,0,3.816,0.046,57,,,,,,,,,,,
BLVR,18.000,215.000,P,0,4.156,0.170,57,,,,,,,,,,,
NMVR,20.000,240.000,P,0,4.396,0.071,57,,,,,,,,,,,
VRDN,21.000,285.000,P,0,4.566,0.026,57,,,,,,,,,,,
FRMZ,22.000,49.000,P,0,4.836,0.097,57,,,,,,,,,,,
AZGN,24.000,311.000,P,0,4.836,-0.108,57,,,,,,,,,,,
HRS ,27.000,253.000,P,0,5.316,-0.271,57,,,,,,,,,,,
MGSL,28.000,241.000,P,0,5.596,0.039,57,,,,,,,,,,,
GOLJ,28.000,85.000,P,0,5.666,-0.075,57,,,,,,,,,,,
,,,,,,,57,2012-08-15 02:22:39.214,38.389,46.744,10.202,1.700,13.000,5.000,86.000,0.130,0.200,0.000
ZANG,7.000,70.000,P,0,2.767,-0.130,58,,,,,,,,,,,
ORNG,10.000,330.000,P,0,3.327,0.160,58,,,,,,,,,,,
HIGH,14.000,124.000,P,0,3.527,-0.115,58,,,,,,,,,,,
VRDN,16.000,282.000,P,0,3.927,0.076,58,,,,,,,,,,,
NMVR,17.000,225.000,P,0,4.107,0.060,58,,,,,,,,,,,
BLVR,17.000,197.000,P,0,4.227,0.154,58,,,,,,,,,,,
AZGN,19.000,316.000,P,0,4.167,-0.081,58,,,,,,,,,,,
SRND,20.000,123.000,P,0,4.497,0.024,58,,,,,,,,,,,
KVCH,21.000,114.000,P,0,4.737,0.058,58,,,,,,,,,,,
HRS ,24.000,244.000,P,0,4.767,-0.289,58,,,,,,,,,,,
FRMZ,25.000,61.000,P,0,5.267,0.024,58,,,,,,,,,,,
MGSL,25.000,231.000,P,0,5.197,0.032,58,,,,,,,,,,,
KRNG,27.000,277.000,P,0,5.527,0.027,58,,,,,,,,,,,
,,,,,,,58,2012-08-15 02:24:22.533,38.409,46.801,11.958,1.900,13.000,7.000,89.000,0.120,0.200,0.000
ZANG,4.000,320.000,P,0,1.541,0.035,59,,,,,,,,,,,
HIGH,7.000,160.000,P,0,1.801,-0.099,59,,,,,,,,,,,
SRND,13.000,142.000,P,0,3.001,0.057,59,,,,,,,,,,,
KVCH,13.000,127.000,P,0,3.041,0.017,59,,,,,,,,,,,
ORNG,17.000,305.000,P,0,4.001,0.104,59,,,,,,,,,,,
FRMZ,19.000,44.000,P,0,4.221,0.088,59,,,,,,,,,,,
BLVR,21.000,223.000,P,0,4.651,0.128,59,,,,,,,,,,,
NMVR,24.000,243.000,P,0,5.001,-0.027,59,,,,,,,,,,,
GOLJ,24.000,87.000,P,0,5.061,-0.100,59,,,,,,,,,,,
VRDN,25.000,280.000,P,0,5.181,-0.031,59,,,,,,,,,,,
AZGN,26.000,303.000,P,0,5.351,-0.107,59,,,,,,,,,,,
MGSL,32.000,243.000,P,0,6.401,0.032,59,,,,,,,,,,,
KRNG,36.000,277.000,P,0,7.001,-0.096,59,,,,,,,,,,,
,,,,,,,59,2012-08-15 02:27:22.049,38.399,46.698,3.297,1.800,13.000,4.000,82.000,0.080,0.200,-0.100
ORNG,10.000,349.000,P,0,2.962,0.159,60,,,,,,,,,,,
ZANG,10.000,73.000,P,0,2.772,-0.121,60,,,,,,,,,,,
VRDN,13.000,288.000,P,0,3.242,0.016,60,,,,,,,,,,,
NMVR,15.000,218.000,P,0,3.472,-0.008,60,,,,,,,,,,,
BLVR,16.000,187.000,P,0,3.782,0.077,60,,,,,,,,,,,
HIGH,16.000,116.000,P,0,3.652,-0.130,60,,,,,,,,,,,
AZGN,17.000,325.000,P,0,3.772,-0.081,60,,,,,,,,,,,
HRS ,20.000,242.000,P,4,3.852,-0.603,60,,,,,,,,,,,
MGSL,22.000,227.000,P,0,4.572,-0.053,60,,,,,,,,,,,
SRND,22.000,118.000,P,0,4.782,0.052,60,,,,,,,,,,,
KRNG,24.000,280.000,P,0,4.932,-0.013,60,,,,,,,,,,,
KVCH,24.000,110.000,P,0,5.102,0.104,60,,,,,,,,,,,
FRMZ,28.000,63.000,P,0,5.682,0.006,60,,,,,,,,,,,
GOLJ,37.000,89.000,P,0,7.032,-0.005,60,,,,,,,,,,,
,,,,,,,60,2012-08-15 02:39:11.708,38.404,46.838,9.155,2.000,14.000,10.000,73.000,0.090,0.200,-0.100
ZANG,1.000,283.000,P,0,2.367,-0.081,61,,,,,,,,,,,
HIGH,11.000,157.000,P,0,3.057,-0.079,61,,,,,,,,,,,
ORNG,14.000,299.000,P,0,3.717,0.181,61,,,,,,,,,,,
SRND,16.000,144.000,P,0,3.857,0.019,61,,,,,,,,,,,
KVCH,16.000,132.000,P,0,3.897,0.016,61,,,,,,,,,,,
FRMZ,18.000,55.000,P,0,4.217,0.118,61,,,,,,,,,,,
BLVR,22.000,214.000,P,0,4.887,0.140,61,,,,,,,,,,,
VRDN,23.000,273.000,P,0,4.767,-0.033,61,,,,,,,,,,,
AZGN,23.000,299.000,P,0,4.757,-0.108,61,,,,,,,,,,,
NMVR,24.000,234.000,P,0,5.027,0.025,61,,,,,,,,,,,
GOLJ,26.000,94.000,P,0,5.307,-0.092,61,,,,,,,,,,,
MGSL,32.000,236.000,P,0,6.207,-0.018,61,,,,,,,,,,,
KRNG,34.000,272.000,P,0,6.487,-0.088,61,,,,,,,,,,,
,,,,,,,61,2012-08-15 02:41:53.623,38.428,46.718,10.826,1.500,13.000,1.000,115.000,0.100,0.200,0.000
ZANG,2.000,296.000,P,0,2.369,-0.072,62,,,,,,,,,,,
HIGH,10.000,158.000,P,0,2.999,-0.047,62,,,,,,,,,,,
ORNG,15.000,300.000,P,0,3.769,0.149,62,,,,,,,,,,,
KVCH,16.000,132.000,P,0,3.829,0.057,62,,,,,,,,,,,
SRND,15.000,145.000,P,0,3.749,0.018,62,,,,,,,,,,,
FRMZ,18.000,53.000,P,0,4.169,0.093,62,,,,,,,,,,,
VRDN,23.000,275.000,P,0,4.899,0.022,62,,,,,,,,,,,
AZGN,24.000,300.000,P,0,4.819,-0.147,62,,,,,,,,,,,
NMVR,24.000,235.000,P,0,5.059,0.043,62,,,,,,,,,,,
GOLJ,26.000,93.000,P,0,5.219,-0.094,62,,,,,,,,,,,
MGSL,32.000,238.000,P,0,6.259,0.014,62,,,,,,,,,,,
KRNG,35.000,273.000,P,0,6.619,-0.036,62,,,,,,,,,,,
,,,,,,,62,2012-08-15 02:45:44.211,38.423,46.712,10.694,1.300,12.000,2.000,112.000,0.080,0.200,0.000
ZANG,4.000,56.000,P,0,2.193,-0.098,63,,,,,,,,,,,
ORNG,12.000,316.000,P,0,3.283,0.173,63,,,,,,,,,,,
HIGH,11.000,134.000,P,0,2.973,-0.113,63,,,,,,,,,,,
SRND,18.000,130.000,P,0,3.993,0.031,63,,,,,,,,,,,
BLVR,19.000,206.000,P,0,4.293,0.165,63,,,,,,,,,,,
VRDN,19.000,279.000,P,0,4.093,-0.052,63,,,,,,,,,,,
KVCH,19.000,119.000,P,0,4.173,0.045,63,,,,,,,,,,,
NMVR,20.000,231.000,P,0,4.243,-0.032,63,,,,,,,,,,,
AZGN,21.000,309.000,P,0,4.343,-0.102,63,,,,,,,,,,,
FRMZ,22.000,57.000,P,0,4.803,0.099,63,,,,,,,,,,,
MGSL,27.000,235.000,P,0,5.473,-0.051,63,,,,,,,,,,,
GOLJ,30.000,90.000,P,0,5.953,-0.065,63,,,,,,,,,,,
,,,,,,,63,2012-08-15 02:53:43.377,38.412,46.765,9.186,1.500,12.000,4.000,99.000,0.100,0.200,-0.100
ZANG,4.000,57.000,P,0,2.320,-0.047,64,,,,,,,,,,,
HIGH,12.000,132.000,P,0,3.060,-0.079,64,,,,,,,,,,,
SRND,18.000,129.000,P,0,4.020,0.011,64,,,,,,,,,,,
BLVR,18.000,206.000,P,0,4.290,0.195,64,,,,,,,,,,,
VRDN,19.000,280.000,P,0,4.200,0.093,64,,,,,,,,,,,
KVCH,19.000,118.000,P,0,4.210,0.026,64,,,,,,,,,,,
NMVR,19.000,231.000,P,0,4.310,0.082,64,,,,,,,,,,,
AZGN,21.000,310.000,P,0,4.430,0.001,64,,,,,,,,,,,
FRMZ,23.000,57.000,P,0,4.880,0.101,64,,,,,,,,,,,
HRS ,26.000,247.000,P,0,4.970,-0.412,64,,,,,,,,,,,
MGSL,27.000,235.000,P,0,5.530,0.076,64,,,,,,,,,,,
KRNG,30.000,276.000,P,0,5.930,0.045,64,,,,,,,,,,,
GOLJ,31.000,90.000,P,0,6.010,-0.056,64,,,,,,,,,,,
TBZ ,58.000,110.000,P,0,10.250,-0.035,64,,,,,,,,,,,
,,,,,,,64,2012-08-15 03:41:30.740,38.410,46.769,9.524,3.600,14.000,4.000,106.000,0.140,0.141,0.000
HIGH,7.000,167.000,P,0,2.769,-0.102,65,,,,,,,,,,,
ZANG,5.000,312.000,P,0,2.759,0.016,65,,,,,,,,,,,
SRND,12.000,146.000,P,0,3.399,0.007,65,,,,,,,,,,,
KVCH,12.000,130.000,P,0,3.449,0.011,65,,,,,,,,,,,
FRMZ,18.000,42.000,P,0,4.309,0.146,65,,,,,,,,,,,
BLVR,22.000,224.000,P,0,4.829,0.145,65,,,,,,,,,,,
GOLJ,23.000,87.000,P,0,4.929,-0.100,65,,,,,,,,,,,
NMVR,25.000,243.000,P,0,5.139,-0.001,65,,,,,,,,,,,
VRDN,26.000,280.000,P,0,5.289,0.001,65,,,,,,,,,,,
AZGN,27.000,302.000,P,0,5.419,-0.064,65,,,,,,,,,,,
MGSL,32.000,243.000,P,0,6.369,0.004,65,,,,,,,,,,,
KRNG,37.000,277.000,P,0,6.979,-0.061,65,,,,,,,,,,,
,,,,,,,65,2012-08-15 03:44:30.491,38.401,46.688,11.746,0.000,12.000,5.000,90.000,0.080,0.200,0.000
HIGH,6.000,200.000,P,0,1.919,-0.045,66,,,,,,,,,,,
KVCH,9.000,139.000,P,0,2.359,-0.044,66,,,,,,,,,,,
SRND,10.000,160.000,P,0,2.519,0.042,66,,,,,,,,,,,
ZANG,8.000,301.000,P,0,2.329,-0.009,66,,,,,,,,,,,
FRMZ,17.000,31.000,P,0,3.809,0.130,66,,,,,,,,,,,
GOLJ,20.000,84.000,P,0,4.189,-0.098,66,,,,,,,,,,,
ORNG,22.000,300.000,P,0,4.629,0.134,66,,,,,,,,,,,
BLVR,24.000,232.000,P,0,5.059,0.217,66,,,,,,,,,,,
NMVR,28.000,248.000,P,0,5.439,-0.054,66,,,,,,,,,,,
VRDN,30.000,281.000,P,0,5.749,-0.059,66,,,,,,,,,,,
AZGN,31.000,300.000,P,0,5.909,-0.089,66,,,,,,,,,,,
MGSL,35.000,248.000,P,0,6.829,0.022,66,,,,,,,,,,,
KRNG,41.000,278.000,P,0,7.529,-0.147,66,,,,,,,,,,,
,,,,,,,66,2012-08-15 04:27:43.411,38.391,46.647,5.263,1.800,13.000,6.000,89.000,0.110,0.200,-0.000
ZANG,6.000,72.000,P,0,2.287,-0.224,67,,,,,,,,,,,
ORNG,10.000,329.000,P,0,3.087,0.232,67,,,,,,,,,,,
HIGH,14.000,125.000,P,0,3.317,-0.107,67,,,,,,,,,,,
VRDN,16.000,281.000,P,0,3.717,0.040,67,,,,,,,,,,,
NMVR,17.000,225.000,P,0,4.027,0.104,67,,,,,,,,,,,
BLVR,18.000,197.000,P,0,4.147,0.193,67,,,,,,,,,,,
AZGN,19.000,315.000,P,0,4.037,-0.045,67,,,,,,,,,,,
SRND,20.000,124.000,P,0,4.427,0.078,67,,,,,,,,,,,
KVCH,21.000,115.000,P,0,4.647,0.086,67,,,,,,,,,,,
HRS ,24.000,244.000,P,0,4.547,-0.453,67,,,,,,,,,,,
FRMZ,25.000,61.000,P,0,5.157,0.031,67,,,,,,,,,,,
MGSL,25.000,231.000,P,0,5.197,0.067,67,,,,,,,,,,,
KRNG,27.000,277.000,P,0,5.507,0.043,67,,,,,,,,,,,
GOLJ,33.000,90.000,P,0,6.457,-0.045,67,,,,,,,,,,,
,,,,,,,67,2012-08-15 04:29:39.363,38.412,46.800,9.206,2.900,14.000,6.000,92.000,0.170,0.200,-0.100
HIGH,5.000,163.000,P,0,1.629,-0.048,68,,,,,,,,,,,
ZANG,6.000,323.000,P,0,1.889,0.015,68,,,,,,,,,,,
SRND,11.000,141.000,P,0,2.649,0.033,68,,,,,,,,,,,
KVCH,11.000,123.000,P,0,2.719,-0.008,68,,,,,,,,,,,
ORNG,19.000,308.000,P,0,4.279,0.152,68,,,,,,,,,,,
FRMZ,19.000,38.000,P,0,4.229,0.059,68,,,,,,,,,,,
BLVR,20.000,228.000,P,0,4.639,0.270,68,,,,,,,,,,,
NMVR,24.000,247.000,P,0,5.049,0.064,68,,,,,,,,,,,
GOLJ,24.000,83.000,P,0,4.869,-0.084,68,,,,,,,,,,,
VRDN,26.000,284.000,P,0,5.329,-0.031,68,,,,,,,,,,,
AZGN,28.000,305.000,P,4,5.339,-0.333,68,,,,,,,,,,,
MGSL,32.000,246.000,P,0,6.419,0.100,68,,,,,,,,,,,
HRS ,32.000,257.000,P,0,5.939,-0.475,68,,,,,,,,,,,
KRNG,38.000,279.000,P,0,7.169,-0.046,68,,,,,,,,,,,
,,,,,,,68,2012-08-15 04:35:56.921,38.384,46.687,3.887,1.700,14.000,5.000,74.000,0.180,0.200,-0.100
HIGH,10.000,166.000,P,0,3.132,-0.207,69,,,,,,,,,,,
KVCH,15.000,136.000,P,0,3.882,-0.020,69,,,,,,,,,,,
SRND,15.000,149.000,P,0,3.882,-0.010,69,,,,,,,,,,,
ORNG,16.000,297.000,P,0,4.132,0.154,69,,,,,,,,,,,
FRMZ,17.000,51.000,P,0,4.222,0.106,69,,,,,,,,,,,
BLVR,23.000,218.000,P,0,5.382,0.378,69,,,,,,,,,,,
GOLJ,24.000,94.000,P,0,5.212,-0.035,69,,,,,,,,,,,
VRDN,25.000,274.000,P,0,5.172,-0.021,69,,,,,,,,,,,
AZGN,25.000,298.000,P,0,5.132,-0.110,69,,,,,,,,,,,
NMVR,25.000,237.000,P,0,5.382,0.063,69,,,,,,,,,,,
HRS ,33.000,248.000,P,0,6.052,-0.434,69,,,,,,,,,,,
MGSL,33.000,239.000,P,0,6.622,0.110,69,,,,,,,,,,,
KRNG,36.000,273.000,P,0,6.942,0.024,69,,,,,,,,,,,
,,,,,,,69,2012-08-15 04:42:32.848,38.426,46.698,13.332,1.800,13.000,10.000,112.000,0.190,0.200,0.000
HIGH,5.000,163.000,P,0,1.704,-0.048,70,,,,,,,,,,,
ZANG,6.000,324.000,P,0,1.874,-0.098,70,,,,,,,,,,,
KVCH,11.000,122.000,P,0,2.764,0.041,70,,,,,,,,,,,
ORNG,19.000,308.000,P,0,4.244,0.147,70,,,,,,,,,,,
FRMZ,19.000,38.000,P,0,4.204,0.064,70,,,,,,,,,,,
BLVR,20.000,228.000,P,4,4.644,0.335,70,,,,,,,,,,,
GOLJ,24.000,83.000,P,0,4.854,-0.053,70,,,,,,,,,,,
NMVR,24.000,247.000,P,0,5.124,0.192,70,,,,,,,,,,,
VRDN,26.000,284.000,P,0,5.324,0.020,70,,,,,,,,,,,
AZGN,28.000,305.000,P,0,5.574,-0.048,70,,,,,,,,,,,
MGSL,32.000,247.000,P,0,6.424,0.177,70,,,,,,,,,,,
HRS ,32.000,257.000,P,0,5.954,-0.393,70,,,,,,,,,,,
KRNG,38.000,280.000,P,0,7.154,-0.003,70,,,,,,,,,,,
,,,,,,,70,2012-08-15 04:53:20.026,38.383,46.687,4.582,1.900,13.000,5.000,74.000,0.160,0.200,-0.000
ZANG,3.000,35.000,P,0,2.445,-0.099,71,,,,,,,,,,,
HIGH,10.000,135.000,P,0,2.965,-0.133,71,,,,,,,,,,,
ORNG,13.000,315.000,P,0,3.615,0.183,71,,,,,,,,,,,
SRND,16.000,130.000,P,0,3.885,0.015,71,,,,,,,,,,,
BLVR,19.000,210.000,P,0,4.455,0.270,71,,,,,,,,,,,
NMVR,20.000,235.000,P,0,4.505,0.098,71,,,,,,,,,,,
VRDN,20.000,281.000,P,0,4.445,0.045,71,,,,,,,,,,,
FRMZ,22.000,54.000,P,0,4.805,0.111,71,,,,,,,,,,,
AZGN,22.000,309.000,P,0,4.635,-0.074,71,,,,,,,,,,,
HRS ,27.000,249.000,P,0,5.105,-0.478,71,,,,,,,,,,,
MGSL,28.000,237.000,P,0,5.735,0.122,71,,,,,,,,,,,
GOLJ,29.000,89.000,P,0,5.805,-0.056,71,,,,,,,,,,,
KRNG,31.000,277.000,P,0,6.135,-0.003,71,,,,,,,,,,,
,,,,,,,71,2012-08-15 05:09:26.755,38.405,46.752,10.947,1.700,13.000,3.000,79.000,0.180,0.200,0.000
ZANG,3.000,18.000,P,0,2.514,-0.039,72,,,,,,,,,,,
HIGH,9.000,140.000,P,0,2.954,-0.093,72,,,,,,,,,,,
SRND,16.000,133.000,P,0,3.794,0.015,72,,,,,,,,,,,
KVCH,16.000,121.000,P,0,3.914,-0.000,72,,,,,,,,,,,
BLVR,19.000,213.000,P,0,4.524,0.230,72,,,,,,,,,,,
FRMZ,21.000,53.000,P,0,4.694,0.129,72,,,,,,,,,,,
NMVR,21.000,236.000,P,0,4.644,0.083,72,,,,,,,,,,,
VRDN,21.000,280.000,P,0,4.674,0.102,72,,,,,,,,,,,
AZGN,23.000,307.000,P,0,4.814,-0.030,72,,,,,,,,,,,
GOLJ,28.000,89.000,P,0,5.604,-0.092,72,,,,,,,,,,,
HRS ,28.000,250.000,P,0,5.354,-0.400,72,,,,,,,,,,,
MGSL,29.000,238.000,P,0,5.814,0.043,72,,,,,,,,,,,
KRNG,33.000,277.000,P,0,6.364,0.051,72,,,,,,,,,,,
,,,,,,,72,2012-08-15 05:26:26.966,38.405,46.740,11.172,2.700,13.000,3.000,75.000,0.150,0.200,0.000
ZANG,5.000,66.000,P,0,2.178,-0.084,73,,,,,,,,,,,
ORNG,11.000,320.000,P,0,3.118,0.197,73,,,,,,,,,,,
HIGH,12.000,130.000,P,0,3.068,-0.098,73,,,,,,,,,,,
VRDN,18.000,280.000,P,0,3.888,-0.024,73,,,,,,,,,,,
BLVR,18.000,203.000,P,0,4.158,0.132,73,,,,,,,,,,,
SRND,19.000,128.000,P,0,4.128,0.040,73,,,,,,,,,,,
