iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.33,4.739,iteration
2,0,1,3,4.23,5.81,iteration
2,0,1,4,5.91,5.906,iteration
2,0,1,5,9.16,6.181,iteration
2,0,1,6,19.98,6.25,iteration
2,0,1,7,22.1,6.7,iteration
2,0,1,8,26.62,6.94,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.33,4.743,iteration
4,0,1,3,4.23,5.813,iteration
4,0,1,4,5.91,5.922,iteration
4,0,1,5,9.16,6.171,iteration
4,0,1,6,19.98,6.25,iteration
4,0,1,7,22.1,6.7,iteration
4,0,1,8,26.62,6.94,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.33,4.746,iteration
6,0,1,3,4.23,5.812,iteration
6,0,1,4,5.91,5.936,iteration
6,0,1,5,9.16,6.163,iteration
6,0,1,6,19.98,6.25,iteration
6,0,1,7,22.1,6.7,iteration
6,0,1,8,26.62,6.94,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.33,4.747,iteration
8,0,1,3,4.23,5.8,iteration
8,0,1,4,5.91,5.961,iteration
8,0,1,5,9.16,6.159,iteration
8,0,1,6,19.98,6.25,iteration
8,0,1,7,22.1,6.7,iteration
8,0,1,8,26.62,6.94,iteration
8,0,1,9,45.0,8.1,iteration
