iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.08,4.785,iteration
2,0,1,3,4.41,5.673,iteration
2,0,1,4,5.93,5.94,iteration
2,0,1,5,8.94,6.192,iteration
2,0,1,6,19.23,6.64,iteration
2,0,1,7,22.44,6.73,iteration
2,0,1,8,27.61,6.9,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.08,4.777,iteration
4,0,1,3,4.41,5.691,iteration
4,0,1,4,5.93,5.948,iteration
4,0,1,5,8.94,6.178,iteration
4,0,1,6,19.23,6.64,iteration
4,0,1,7,22.44,6.73,iteration
4,0,1,8,27.61,6.9,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.08,4.769,iteration
6,0,1,3,4.41,5.703,iteration
6,0,1,4,5.93,5.946,iteration
6,0,1,5,8.94,6.177,iteration
6,0,1,6,19.23,6.64,iteration
6,0,1,7,22.44,6.73,iteration
6,0,1,8,27.61,6.9,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.08,4.761,iteration
8,0,1,3,4.41,5.707,iteration
8,0,1,4,5.93,5.948,iteration
8,0,1,5,8.94,6.175,iteration
8,0,1,6,19.23,6.64,iteration
8,0,1,7,22.44,6.73,iteration
8,0,1,8,27.61,6.9,iteration
8,0,1,9,45.0,8.1,iteration
