iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.011444444444444445,0.04377749576897323,0.0452486954999196,0.029444444444444447,-0.081,0.081,0.081,9
4,0,1,0.01411111111111111,0.02230318584340435,0.026392338955756753,0.01411111111111111,0.0,0.062,0.062,9
6,0,1,0.012666666666666666,0.02321398046197353,0.026444911293731603,0.012666666666666666,0.0,0.074,0.074,9
8,0,1,0.012222222222222223,0.02416047174749964,0.027076024654869687,0.012222222222222223,0.0,0.078,0.078,9
