iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.058451,0.04178,0.204402,,True,True,False,accepted
1,0,0,0.028232,0.02018,0.142056,9.044,True,True,False,accepted
2,0,0,0.002872,0.001908,0.043681,3.407,True,True,False,accepted
3,0,0,0.002446,0.001748,0.041811,0.779,True,True,False,accepted
4,0,0,0.002471,0.001641,0.040514,1.2,True,True,False,accepted
5,0,0,0.002286,0.001634,0.04042,0.229,True,True,False,accepted
6,0,0,0.002397,0.001593,0.039907,0.924,True,True,False,accepted
7,0,0,0.002212,0.001581,0.039764,0.285,True,True,False,accepted
8,0,0,0.002341,0.001555,0.039435,0.735,True,True,True,accepted
