iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.07,4.729,iteration
2,0,1,3,3.38,5.634,iteration
2,0,1,4,5.62,5.971,iteration
2,0,1,5,8.7,6.207,iteration
2,0,1,6,18.94,6.32,iteration
2,0,1,7,22.55,6.72,iteration
2,0,1,8,27.16,6.89,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.07,4.72,iteration
4,0,1,3,3.38,5.636,iteration
4,0,1,4,5.62,5.988,iteration
4,0,1,5,8.7,6.199,iteration
4,0,1,6,18.94,6.32,iteration
4,0,1,7,22.55,6.72,iteration
4,0,1,8,27.16,6.89,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.07,4.711,iteration
6,0,1,3,3.38,5.639,iteration
6,0,1,4,5.62,5.996,iteration
6,0,1,5,8.7,6.197,iteration
6,0,1,6,18.94,6.32,iteration
6,0,1,7,22.55,6.72,iteration
6,0,1,8,27.16,6.89,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.07,4.703,iteration
8,0,1,3,3.38,5.64,iteration
8,0,1,4,5.62,6.0,iteration
8,0,1,5,8.7,6.195,iteration
8,0,1,6,18.94,6.32,iteration
8,0,1,7,22.55,6.72,iteration
8,0,1,8,27.16,6.89,iteration
8,0,1,9,45.0,8.1,iteration
