iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,3.05,4.501,iteration
2,0,1,3,4.44,4.964,iteration
2,0,1,4,6.67,5.836,iteration
2,0,1,5,10.72,6.077,iteration
2,0,1,6,13.17,6.299,iteration
2,0,1,7,18.93,6.704,iteration
2,0,1,8,22.62,6.84,iteration
2,0,1,9,26.43,7.07,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.499,iteration
4,0,1,2,3.05,4.5,iteration
4,0,1,3,4.44,4.795,iteration
4,0,1,4,6.67,5.966,iteration
4,0,1,5,10.72,6.155,iteration
4,0,1,6,13.17,6.431,iteration
4,0,1,7,18.93,6.704,iteration
4,0,1,8,22.62,6.84,iteration
4,0,1,9,26.43,7.07,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,3.05,4.5,iteration
6,0,1,3,4.44,4.656,iteration
6,0,1,4,6.67,6.059,iteration
6,0,1,5,10.72,6.185,iteration
6,0,1,6,13.17,6.559,iteration
6,0,1,7,18.93,6.704,iteration
6,0,1,8,22.62,6.84,iteration
6,0,1,9,26.43,7.07,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,3.05,4.5,iteration
8,0,1,3,4.44,4.586,iteration
8,0,1,4,6.67,6.109,iteration
8,0,1,5,10.72,6.234,iteration
8,0,1,6,13.17,6.618,iteration
8,0,1,7,18.93,6.704,iteration
8,0,1,8,22.62,6.84,iteration
8,0,1,9,26.43,7.07,iteration
8,0,1,10,45.0,8.1,iteration
