iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.111119,0.079426,0.281826,,True,True,False,accepted
1,0,0,0.050115,0.035822,0.189266,13.332,True,True,False,accepted
2,0,0,0.012196,0.008102,0.090014,2.364,True,True,False,accepted
3,0,0,0.009705,0.006937,0.083288,2.602,True,True,False,accepted
4,0,0,0.00549,0.003647,0.06039,1.253,True,True,False,accepted
5,0,0,0.005023,0.003591,0.059922,0.589,True,True,False,accepted
6,0,0,0.003374,0.002241,0.047344,1.226,True,True,False,accepted
7,0,0,0.003066,0.002192,0.046816,0.726,True,True,False,accepted
8,0,0,0.002587,0.001719,0.041459,1.188,True,True,True,accepted
