iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.72,4.501,iteration
2,0,1,3,4.57,5.3,iteration
2,0,1,4,6.66,5.954,iteration
2,0,1,5,9.87,6.433,iteration
2,0,1,6,19.23,6.61,iteration
2,0,1,7,23.87,6.86,iteration
2,0,1,8,26.81,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.72,4.501,iteration
4,0,1,3,4.57,5.403,iteration
4,0,1,4,6.66,6.014,iteration
4,0,1,5,9.87,6.395,iteration
4,0,1,6,19.23,6.61,iteration
4,0,1,7,23.87,6.86,iteration
4,0,1,8,26.81,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.72,4.501,iteration
6,0,1,3,4.57,5.496,iteration
6,0,1,4,6.66,6.046,iteration
6,0,1,5,9.87,6.409,iteration
6,0,1,6,19.23,6.61,iteration
6,0,1,7,23.87,6.86,iteration
6,0,1,8,26.81,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.72,4.501,iteration
8,0,1,3,4.57,5.594,iteration
8,0,1,4,6.66,6.084,iteration
8,0,1,5,9.87,6.414,iteration
8,0,1,6,19.23,6.61,iteration
8,0,1,7,23.87,6.86,iteration
8,0,1,8,26.81,6.96,iteration
8,0,1,9,45.0,8.1,iteration
