iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.399,-0.035,-0.621,-0.038,iteration,True
1,0,2,-0.478,-0.375,0.275,0.195,iteration,True
1,0,3,-0.38,-0.001,-0.19,0.073,iteration,True
1,0,4,-0.536,-0.151,0.318,1.166,iteration,True
1,0,5,-0.349,0.094,-0.444,0.264,iteration,True
1,0,6,-0.459,0.061,-0.027,0.335,iteration,True
1,0,7,-0.556,0.404,0.636,1.29,iteration,True
1,0,8,-0.598,0.404,0.878,1.369,iteration,True
1,0,9,-0.372,0.407,-0.257,-0.039,iteration,True
1,0,10,-0.357,0.42,0.162,-0.125,iteration,True
1,0,11,-0.393,0.476,0.096,-0.207,iteration,True
1,0,12,-0.41,-0.392,-0.356,-0.046,iteration,True
1,0,13,-0.516,-0.052,0.549,0.955,iteration,True
1,0,14,-0.613,-0.132,0.04,1.349,iteration,True
1,0,15,-0.386,0.012,0.253,0.173,iteration,True
1,0,16,-0.504,0.007,-0.134,0.35,iteration,True
1,0,17,-0.38,0.074,0.013,-0.254,iteration,True
1,0,18,-0.304,0.539,-0.083,-0.014,iteration,True
1,0,19,-0.576,0.214,0.528,1.453,iteration,True
1,0,20,-0.502,0.305,0.206,0.967,iteration,True
1,0,21,-0.634,-0.214,-0.361,1.908,iteration,True
1,0,22,-0.409,-0.177,-0.582,-0.001,iteration,True
1,0,23,-0.548,0.176,0.781,1.482,iteration,True
1,0,24,-0.392,0.02,-0.179,-0.213,iteration,True
1,0,25,-0.461,0.253,-0.34,0.578,iteration,True
1,0,26,-0.492,-0.171,-0.771,0.537,iteration,True
1,0,27,-0.399,-0.274,-0.216,0.04,iteration,True
1,0,28,-0.287,-0.465,0.888,0.935,iteration,True
1,0,29,-0.673,-0.145,-0.472,1.524,iteration,True
1,0,30,-0.44,-0.475,-0.257,0.986,iteration,True
1,0,31,-0.447,-0.582,0.328,0.843,iteration,True
1,0,32,-0.445,-0.491,0.068,0.594,iteration,True
1,0,33,-0.596,-0.03,0.106,1.482,iteration,True
1,0,34,-0.521,-0.181,0.62,0.555,iteration,True
1,0,35,-0.494,-0.764,0.222,0.214,iteration,True
1,0,36,-0.512,-0.147,0.493,0.866,iteration,True
1,0,37,-0.372,0.194,-0.127,-0.027,iteration,True
1,0,38,-0.504,0.373,-0.062,1.795,iteration,True
1,0,39,-0.357,0.024,0.128,0.157,iteration,True
1,0,40,-0.581,0.132,0.27,1.768,iteration,True
1,0,41,-0.483,0.048,0.42,0.565,iteration,True
2,0,1,0.029,0.176,-0.157,-0.162,iteration,True
2,0,2,0.056,0.242,-0.23,-0.023,iteration,True
2,0,3,0.027,0.161,-0.125,0.059,iteration,True
2,0,4,0.024,0.192,0.017,-0.054,iteration,True
2,0,5,0.043,0.261,-0.148,-0.191,iteration,True
2,0,6,0.026,0.178,-0.126,0.019,iteration,True
2,0,7,0.023,0.027,-0.228,-0.012,iteration,True
2,0,8,0.039,0.149,-0.219,-0.124,iteration,True
2,0,9,0.016,0.029,-0.255,-0.072,iteration,True
2,0,10,0.011,0.023,-0.24,0.1,iteration,True
2,0,11,0.007,0.022,-0.27,0.039,iteration,True
2,0,12,0.023,0.178,-0.153,0.019,iteration,True
2,0,13,0.029,0.004,-0.191,-0.123,iteration,True
