iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.11,4.779,iteration
2,0,1,3,4.79,5.819,iteration
2,0,1,4,5.18,6.065,iteration
2,0,1,5,9.32,6.416,iteration
2,0,1,6,19.13,6.67,iteration
2,0,1,7,23.19,6.91,iteration
2,0,1,8,27.17,7.0,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.11,4.824,iteration
4,0,1,3,4.79,5.83,iteration
4,0,1,4,5.18,6.035,iteration
4,0,1,5,9.32,6.397,iteration
4,0,1,6,19.13,6.67,iteration
4,0,1,7,23.19,6.91,iteration
4,0,1,8,27.17,7.0,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.11,4.862,iteration
6,0,1,3,4.79,5.839,iteration
6,0,1,4,5.18,6.012,iteration
6,0,1,5,9.32,6.381,iteration
6,0,1,6,19.13,6.67,iteration
6,0,1,7,23.19,6.91,iteration
6,0,1,8,27.17,7.0,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.11,4.894,iteration
8,0,1,3,4.79,5.85,iteration
8,0,1,4,5.18,5.997,iteration
8,0,1,5,9.32,6.362,iteration
8,0,1,6,19.13,6.67,iteration
8,0,1,7,23.19,6.91,iteration
8,0,1,8,27.17,7.0,iteration
8,0,1,9,45.0,8.1,iteration
