iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.5,4.605,iteration
2,0,1,3,4.52,5.549,iteration
2,0,1,4,6.0,5.869,iteration
2,0,1,5,10.47,6.183,iteration
2,0,1,6,18.34,6.36,iteration
2,0,1,7,22.35,6.66,iteration
2,0,1,8,27.55,6.92,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.5,4.573,iteration
4,0,1,3,4.52,5.58,iteration
4,0,1,4,6.0,5.879,iteration
4,0,1,5,10.47,6.184,iteration
4,0,1,6,18.34,6.36,iteration
4,0,1,7,22.35,6.66,iteration
4,0,1,8,27.55,6.92,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.5,4.545,iteration
6,0,1,3,4.52,5.596,iteration
6,0,1,4,6.0,5.887,iteration
6,0,1,5,10.47,6.187,iteration
6,0,1,6,18.34,6.36,iteration
6,0,1,7,22.35,6.66,iteration
6,0,1,8,27.55,6.92,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.5,4.52,iteration
8,0,1,3,4.52,5.614,iteration
8,0,1,4,6.0,5.892,iteration
8,0,1,5,10.47,6.189,iteration
8,0,1,6,18.34,6.36,iteration
8,0,1,7,22.35,6.66,iteration
8,0,1,8,27.55,6.92,iteration
8,0,1,9,45.0,8.1,iteration
