iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.35,4.501,iteration
2,0,1,3,3.42,4.768,iteration
2,0,1,4,5.78,5.863,iteration
2,0,1,5,8.72,6.133,iteration
2,0,1,6,12.24,6.385,iteration
2,0,1,7,18.82,6.45,iteration
2,0,1,8,22.91,6.7,iteration
2,0,1,9,26.09,7.09,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.35,4.501,iteration
4,0,1,3,3.42,4.637,iteration
4,0,1,4,5.78,5.909,iteration
4,0,1,5,8.72,6.201,iteration
4,0,1,6,12.24,6.484,iteration
4,0,1,7,18.82,6.485,iteration
4,0,1,8,22.91,6.7,iteration
4,0,1,9,26.09,7.09,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.35,4.501,iteration
6,0,1,3,3.42,4.548,iteration
6,0,1,4,5.78,5.938,iteration
6,0,1,5,8.72,6.25,iteration
6,0,1,6,12.24,6.533,iteration
6,0,1,7,18.82,6.534,iteration
6,0,1,8,22.91,6.7,iteration
6,0,1,9,26.09,7.09,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.35,4.5,iteration
8,0,1,3,3.42,4.501,iteration
8,0,1,4,5.78,5.951,iteration
8,0,1,5,8.72,6.282,iteration
8,0,1,6,12.24,6.56,iteration
8,0,1,7,18.82,6.561,iteration
8,0,1,8,22.91,6.7,iteration
8,0,1,9,26.09,7.09,iteration
8,0,1,10,45.0,8.1,iteration
