iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.506,-0.083,-0.584,0.536,iteration,True
1,0,2,-0.483,-0.345,0.305,0.425,iteration,True
1,0,3,-0.457,-0.089,-0.185,0.702,iteration,True
1,0,4,-0.525,-0.081,0.447,1.339,iteration,True
1,0,5,-0.445,0.225,-0.374,0.848,iteration,True
1,0,6,-0.556,0.026,0.001,0.927,iteration,True
1,0,7,-0.508,0.33,0.468,1.198,iteration,True
1,0,8,-0.573,0.464,0.291,1.78,iteration,True
1,0,9,-0.41,0.579,-0.17,0.355,iteration,True
1,0,10,-0.436,0.39,0.197,0.431,iteration,True
1,0,11,-0.484,0.464,0.16,0.396,iteration,True
1,0,12,-0.57,-0.355,-0.38,1.104,iteration,True
1,0,13,-0.472,-0.217,0.574,0.684,iteration,True
1,0,14,-0.591,-0.09,0.399,1.312,iteration,True
1,0,15,-0.472,-0.019,0.272,0.808,iteration,True
1,0,16,-0.498,0.009,-0.116,0.326,iteration,True
1,0,17,-0.473,0.332,0.061,0.813,iteration,True
1,0,18,-0.469,0.62,-0.388,1.177,iteration,True
1,0,19,-0.551,0.296,0.441,1.359,iteration,True
1,0,20,-0.505,0.321,0.233,1.131,iteration,True
1,0,21,-0.548,-0.03,-0.086,1.534,iteration,True
1,0,22,-0.603,-0.076,-0.721,1.605,iteration,True
1,0,23,-0.563,0.434,0.372,1.953,iteration,True
1,0,24,-0.513,0.302,-0.4,1.28,iteration,True
1,0,25,-0.471,0.183,-0.282,0.718,iteration,True
1,0,26,-0.541,0.169,-0.597,1.365,iteration,True
1,0,27,-0.586,-0.096,-0.526,1.718,iteration,True
1,0,28,-0.34,-0.438,0.19,2.0,iteration,True
1,0,29,-0.629,0.084,-0.369,1.814,iteration,True
1,0,30,-0.533,-0.377,-0.65,2.0,iteration,True
1,0,31,-0.447,-0.694,0.294,1.03,iteration,True
1,0,32,-0.451,-0.595,0.024,0.876,iteration,True
1,0,33,-0.535,-0.118,0.001,0.564,iteration,True
1,0,34,-0.471,-0.377,0.53,-0.011,iteration,True
1,0,35,-0.574,-0.646,-0.274,1.79,iteration,True
1,0,36,-0.528,-0.2,0.45,1.231,iteration,True
1,0,37,-0.419,0.243,-0.044,0.467,iteration,True
1,0,38,-0.434,0.396,0.049,1.308,iteration,True
1,0,39,-0.468,-0.06,0.188,0.778,iteration,True
1,0,40,-0.515,0.001,0.323,0.842,iteration,True
1,0,41,-0.429,-0.074,0.354,0.08,iteration,True
2,0,1,0.092,0.391,-0.351,-0.281,iteration,True
2,0,2,0.096,0.406,-0.525,-0.067,iteration,True
2,0,3,0.07,0.395,-0.283,0.046,iteration,True
2,0,4,0.059,0.359,-0.145,-0.2,iteration,True
2,0,5,0.11,0.414,-0.342,-0.284,iteration,True
2,0,6,0.078,0.387,-0.3,-0.025,iteration,True
2,0,7,0.017,0.183,-0.325,0.077,iteration,True
2,0,8,0.101,0.381,-0.075,-0.902,iteration,True
2,0,9,0.035,-0.055,-0.528,-0.0,iteration,True
2,0,10,0.035,0.098,-0.504,0.228,iteration,True
2,0,11,0.031,0.092,-0.605,0.118,iteration,True
2,0,12,0.129,0.313,-0.309,-0.405,iteration,True
2,0,13,0.012,0.287,-0.328,0.279,iteration,True
2,0,14,0.074,0.398,-0.014,-0.112,iteration,True
2,0,15,0.073,0.353,-0.241,0.036,iteration,True
2,0,16,0.034,0.034,-0.512,0.179,iteration,True
2,0,17,0.069,-0.013,-0.508,-0.3,iteration,True
2,0,18,0.109,0.064,-0.162,-0.363,iteration,True
2,0,19,0.045,0.091,-0.428,0.09,iteration,True
2,0,20,0.033,-0.062,-0.616,0.042,iteration,True
2,0,21,0.023,0.173,-0.427,0.333,iteration,True
2,0,22,0.164,0.305,-0.162,-0.808,iteration,True
2,0,23,0.11,0.166,-0.04,-0.904,iteration,True
2,0,24,0.154,0.417,-0.034,-0.306,iteration,True
2,0,25,0.007,0.143,-0.493,0.414,iteration,True
2,0,26,0.094,0.19,-0.412,-0.387,iteration,True
2,0,27,0.164,0.344,-0.09,-0.702,iteration,True
2,0,28,0.072,0.238,0.289,-0.425,iteration,True
2,0,29,0.13,0.318,-0.546,-0.425,iteration,True
2,0,30,0.098,0.394,0.195,-0.468,iteration,True
2,0,31,0.011,0.477,-0.162,0.321,iteration,True
2,0,32,0.018,0.477,-0.092,0.207,iteration,True
2,0,33,0.028,0.385,-0.097,0.063,iteration,True
2,0,34,0.027,0.322,-0.274,-0.099,iteration,True
2,0,35,0.068,0.376,0.182,-0.372,iteration,True
2,0,36,0.027,0.555,-0.116,0.16,iteration,True
2,0,37,0.039,0.054,-0.511,0.077,iteration,True
2,0,38,-0.028,-0.082,-0.204,0.659,iteration,True
2,0,39,0.041,0.178,-0.455,0.264,iteration,True
2,0,40,0.041,0.368,-0.126,-0.105,iteration,True
2,0,41,-0.009,0.136,-0.33,0.611,iteration,True
3,0,1,0.017,0.01,-0.051,-0.134,iteration,True
3,0,2,0.01,0.024,-0.061,-0.021,iteration,True
3,0,3,0.009,0.027,-0.031,0.004,iteration,True
3,0,4,0.008,0.013,-0.007,-0.008,iteration,True
3,0,5,0.02,0.024,-0.042,-0.173,iteration,True
3,0,6,0.009,0.024,-0.035,-0.015,iteration,True
3,0,7,0.012,0.007,-0.027,-0.002,iteration,True
3,0,8,-0.04,-0.105,0.169,0.234,iteration,True
3,0,9,0.012,-0.004,-0.058,-0.053,iteration,True
3,0,10,0.005,0.01,-0.062,0.061,iteration,True
3,0,11,0.005,0.009,-0.083,0.035,iteration,True
3,0,12,0.014,0.001,-0.041,-0.138,iteration,True
3,0,13,0.012,0.021,-0.034,-0.011,iteration,True
3,0,14,0.009,0.019,0.005,-0.01,iteration,True
3,0,15,0.009,0.029,-0.032,-0.004,iteration,True
3,0,16,0.009,0.001,-0.054,0.027,iteration,True
3,0,17,0.014,-0.001,-0.062,-0.116,iteration,True
3,0,18,0.016,0.006,-0.041,-0.133,iteration,True
3,0,19,0.012,-0.002,-0.037,-0.004,iteration,True
3,0,20,0.01,-0.003,-0.057,-0.024,iteration,True
3,0,21,0.013,0.005,-0.012,-0.009,iteration,True
3,0,22,0.015,-0.008,-0.049,-0.235,iteration,True
3,0,23,-0.017,-0.029,0.01,0.265,iteration,True
3,0,24,0.019,0.052,-0.022,-0.166,iteration,True
3,0,25,0.002,0.014,-0.044,0.108,iteration,True
3,0,26,0.015,0.0,-0.052,-0.151,iteration,True
3,0,27,0.007,0.046,-0.048,0.001,iteration,True
3,0,28,0.009,0.013,0.006,-0.085,iteration,True
3,0,29,-0.017,-0.002,-0.112,-0.001,iteration,True
3,0,30,0.004,0.005,-0.01,-0.017,iteration,True
3,0,31,0.001,0.134,-0.002,0.174,iteration,True
3,0,32,-0.0,0.085,-0.018,0.142,iteration,True
3,0,33,0.016,0.006,0.042,0.069,iteration,True
3,0,34,0.012,0.016,-0.015,-0.109,iteration,True
3,0,35,0.01,0.022,0.001,-0.107,iteration,True
3,0,36,0.015,0.006,0.004,-0.154,iteration,True
3,0,37,0.011,0.001,-0.05,-0.028,iteration,True
3,0,38,0.017,0.038,-0.048,-0.028,iteration,True
3,0,39,0.007,0.022,-0.072,0.042,iteration,True
3,0,40,0.01,0.018,-0.003,-0.007,iteration,True
3,0,41,-0.0,0.026,-0.04,0.194,iteration,True
4,0,1,0.013,0.144,-0.215,-0.05,iteration,True
4,0,2,-0.003,0.094,-0.194,-0.059,iteration,True
4,0,3,0.006,0.152,-0.195,-0.002,iteration,True
4,0,4,-0.017,0.152,-0.149,-0.035,iteration,True
4,0,5,0.011,0.093,-0.195,-0.041,iteration,True
4,0,6,0.008,0.141,-0.207,-0.017,iteration,True
4,0,7,-0.016,0.146,-0.157,-0.021,iteration,True
4,0,8,-0.011,0.156,-0.166,0.007,iteration,True
4,0,9,0.006,0.09,-0.191,0.002,iteration,True
4,0,10,0.004,0.136,-0.202,0.04,iteration,True
4,0,11,0.003,0.135,-0.227,-0.004,iteration,True
4,0,12,0.018,0.142,-0.2,-0.115,iteration,True
4,0,13,-0.02,0.155,-0.135,-0.025,iteration,True
4,0,14,-0.016,0.151,-0.136,-0.04,iteration,True
4,0,15,0.006,0.136,-0.199,-0.007,iteration,True
4,0,16,0.001,0.117,-0.189,0.029,iteration,True
4,0,17,0.012,0.092,-0.199,-0.108,iteration,True
4,0,18,0.02,0.102,-0.192,-0.048,iteration,True
4,0,19,-0.018,0.139,-0.138,-0.049,iteration,True
4,0,20,-0.005,0.11,-0.192,0.034,iteration,True
4,0,21,-0.015,0.166,-0.153,0.003,iteration,True
4,0,22,0.01,0.124,-0.187,0.033,iteration,True
4,0,23,-0.018,0.143,-0.126,-0.038,iteration,True
4,0,24,0.018,0.046,-0.185,-0.107,iteration,True
4,0,25,-0.001,0.125,-0.19,0.099,iteration,True
4,0,26,0.004,0.108,-0.2,-0.01,iteration,True
4,0,27,0.013,0.115,-0.198,-0.071,iteration,True
4,0,28,-0.006,0.175,-0.154,-0.159,iteration,True
4,0,29,-0.006,0.101,-0.175,0.026,iteration,True
4,0,30,-0.004,0.17,-0.171,-0.138,iteration,True
4,0,31,-0.001,0.147,-0.167,-0.194,iteration,True
4,0,32,-0.001,0.148,-0.164,-0.189,iteration,True
4,0,33,-0.012,0.148,-0.154,-0.133,iteration,True
4,0,34,-0.016,0.168,-0.125,-0.202,iteration,True
4,0,35,-0.003,0.162,-0.171,-0.173,iteration,True
4,0,36,-0.006,0.189,-0.176,-0.024,iteration,True
4,0,37,0.003,0.106,-0.203,0.048,iteration,True
4,0,38,-0.016,0.06,-0.196,0.019,iteration,True
4,0,39,0.011,0.152,-0.227,0.024,iteration,True
4,0,40,-0.018,0.139,-0.134,-0.05,iteration,True
4,0,41,-0.013,0.162,-0.163,-0.021,iteration,True
5,0,1,0.009,0.009,-0.034,-0.043,iteration,True
5,0,2,0.007,0.006,-0.02,-0.016,iteration,True
5,0,3,0.007,0.008,-0.022,-0.009,iteration,True
5,0,4,0.007,0.006,-0.013,0.0,iteration,True
5,0,5,0.009,0.005,-0.021,-0.039,iteration,True
5,0,6,0.007,0.007,-0.024,-0.011,iteration,True
5,0,7,0.007,0.004,-0.009,0.001,iteration,True
5,0,8,0.008,0.004,-0.006,0.005,iteration,True
5,0,9,0.008,0.006,-0.019,-0.024,iteration,True
5,0,10,0.006,0.009,-0.023,0.002,iteration,True
5,0,11,0.006,0.008,-0.029,-0.008,iteration,True
5,0,12,0.007,0.004,-0.024,-0.032,iteration,True
5,0,13,0.007,0.007,-0.012,0.003,iteration,True
5,0,14,0.007,0.006,-0.013,-0.001,iteration,True
5,0,15,0.007,0.01,-0.025,-0.014,iteration,True
5,0,16,0.007,0.006,-0.018,-0.002,iteration,True
5,0,17,0.008,0.005,-0.024,-0.042,iteration,True
5,0,18,0.008,0.005,-0.024,-0.035,iteration,True
5,0,19,0.007,0.004,-0.008,0.001,iteration,True
5,0,20,0.006,0.007,-0.016,-0.003,iteration,True
5,0,21,0.01,-0.008,-0.011,0.017,iteration,True
5,0,22,0.006,0.007,-0.016,-0.008,iteration,True
5,0,23,0.007,0.005,-0.007,0.001,iteration,True
5,0,24,0.009,0.013,-0.024,-0.057,iteration,True
5,0,25,0.005,0.008,-0.015,0.02,iteration,True
5,0,26,0.007,0.002,-0.015,-0.017,iteration,True
5,0,27,0.007,0.008,-0.024,-0.03,iteration,True
5,0,28,0.007,0.006,-0.014,-0.036,iteration,True
5,0,29,0.006,0.005,-0.019,-0.015,iteration,True
5,0,30,0.006,0.005,-0.021,-0.036,iteration,True
5,0,31,0.003,0.031,-0.012,0.047,iteration,True
5,0,32,0.003,0.026,-0.012,0.037,iteration,True
5,0,33,-0.002,0.013,-0.046,0.003,iteration,True
5,0,34,0.002,-0.009,0.019,0.103,iteration,True
5,0,35,0.007,0.007,-0.019,-0.039,iteration,True
5,0,36,0.006,0.012,-0.016,-0.004,iteration,True
5,0,37,0.006,0.005,-0.017,-0.006,iteration,True
5,0,38,0.009,0.006,-0.006,-0.002,iteration,True
5,0,39,0.008,0.014,-0.037,-0.018,iteration,True
5,0,40,0.007,0.005,-0.007,-0.001,iteration,True
5,0,41,0.007,0.008,-0.011,-0.021,iteration,True
6,0,1,0.004,0.091,-0.133,0.004,iteration,True
6,0,2,-0.004,0.058,-0.129,-0.034,iteration,True
6,0,3,0.003,0.102,-0.128,0.004,iteration,True
6,0,4,-0.012,0.102,-0.101,-0.013,iteration,True
6,0,5,0.003,0.053,-0.126,0.021,iteration,True
6,0,6,0.003,0.093,-0.137,0.004,iteration,True
6,0,7,-0.012,0.1,-0.104,-0.006,iteration,True
6,0,8,-0.011,0.098,-0.1,-0.001,iteration,True
6,0,9,0.002,0.056,-0.124,0.015,iteration,True
6,0,10,0.002,0.09,-0.131,0.021,iteration,True
6,0,11,0.002,0.089,-0.149,-0.008,iteration,True
6,0,12,0.005,0.111,-0.13,-0.01,iteration,True
6,0,13,-0.014,0.105,-0.09,-0.008,iteration,True
6,0,14,-0.012,0.101,-0.094,-0.016,iteration,True
6,0,15,0.003,0.091,-0.132,0.002,iteration,True
6,0,16,-0.0,0.077,-0.123,0.022,iteration,True
6,0,17,0.002,0.069,-0.129,-0.005,iteration,True
6,0,18,0.005,0.075,-0.13,0.045,iteration,True
6,0,19,-0.013,0.096,-0.09,-0.021,iteration,True
6,0,20,-0.004,0.071,-0.129,0.033,iteration,True
6,0,21,-0.01,0.1,-0.11,0.006,iteration,True
6,0,22,0.004,0.089,-0.137,0.02,iteration,True
6,0,23,-0.013,0.098,-0.085,-0.019,iteration,True
6,0,24,0.003,0.014,-0.127,0.029,iteration,True
6,0,25,-0.001,0.08,-0.127,0.059,iteration,True
6,0,26,0.001,0.073,-0.127,0.022,iteration,True
6,0,27,0.003,0.089,-0.14,-0.0,iteration,True
6,0,28,-0.006,0.12,-0.107,-0.117,iteration,True
6,0,29,-0.004,0.068,-0.107,0.027,iteration,True
6,0,30,-0.005,0.123,-0.123,-0.087,iteration,True
6,0,31,-0.004,0.118,-0.11,-0.084,iteration,True
6,0,32,-0.004,0.117,-0.106,-0.081,iteration,True
6,0,33,-0.012,0.096,-0.102,-0.02,iteration,True
6,0,34,-0.014,0.106,-0.068,-0.037,iteration,True
6,0,35,-0.005,0.118,-0.112,-0.079,iteration,True
6,0,36,-0.003,0.115,-0.115,-0.076,iteration,True
6,0,37,0.0,0.07,-0.132,0.049,iteration,True
6,0,38,-0.011,0.036,-0.125,0.016,iteration,True
6,0,39,0.005,0.1,-0.146,0.019,iteration,True
6,0,40,-0.013,0.094,-0.089,-0.023,iteration,True
6,0,41,-0.008,0.108,-0.105,-0.055,iteration,True
7,0,1,0.005,0.007,-0.02,-0.01,iteration,True
7,0,2,0.005,0.004,-0.013,-0.009,iteration,True
7,0,3,0.005,0.006,-0.014,-0.003,iteration,True
7,0,4,0.005,0.004,-0.009,0.001,iteration,True
7,0,5,0.004,0.002,-0.013,0.001,iteration,True
7,0,6,0.004,0.006,-0.016,0.001,iteration,True
7,0,7,0.005,0.003,-0.006,0.002,iteration,True
7,0,8,0.006,0.002,-0.003,0.004,iteration,True
7,0,9,0.005,0.003,-0.012,-0.007,iteration,True
7,0,10,0.004,0.006,-0.015,-0.001,iteration,True
7,0,11,0.004,0.005,-0.019,-0.007,iteration,True
7,0,12,0.005,0.005,-0.015,-0.003,iteration,True
7,0,13,0.005,0.005,-0.008,0.003,iteration,True
7,0,14,0.005,0.004,-0.009,0.001,iteration,True
7,0,15,0.005,0.007,-0.017,-0.006,iteration,True
7,0,16,0.005,0.004,-0.011,0.001,iteration,True
7,0,17,0.005,0.003,-0.014,-0.004,iteration,True
7,0,18,0.004,0.003,-0.012,-0.001,iteration,True
7,0,19,0.005,0.003,-0.006,0.002,iteration,True
7,0,20,0.004,0.004,-0.01,0.002,iteration,True
7,0,21,0.006,0.001,0.002,0.003,iteration,True
7,0,22,0.006,0.004,-0.017,-0.028,iteration,True
7,0,23,0.005,0.003,-0.005,0.002,iteration,True
7,0,24,0.004,0.001,-0.014,0.003,iteration,True
7,0,25,0.003,0.005,-0.01,0.012,iteration,True
7,0,26,0.005,0.003,-0.01,-0.007,iteration,True
7,0,27,0.005,0.006,-0.016,-0.013,iteration,True
7,0,28,0.004,0.008,-0.006,0.004,iteration,True
7,0,29,0.005,0.003,-0.011,-0.008,iteration,True
7,0,30,0.004,0.004,-0.014,-0.021,iteration,True
7,0,31,0.005,0.003,-0.009,-0.014,iteration,True
7,0,32,0.005,0.004,-0.009,-0.015,iteration,True
7,0,33,0.005,0.003,-0.005,-0.001,iteration,True
7,0,34,0.005,0.006,-0.005,0.001,iteration,True
7,0,35,0.005,0.006,-0.011,-0.017,iteration,True
7,0,36,0.005,0.003,-0.01,-0.012,iteration,True
7,0,37,0.004,0.004,-0.01,0.004,iteration,True
7,0,38,0.006,0.004,-0.004,0.001,iteration,True
7,0,39,0.005,0.008,-0.023,-0.007,iteration,True
7,0,40,0.005,0.004,-0.005,0.0,iteration,True
7,0,41,0.006,0.004,-0.006,-0.026,iteration,True
8,0,1,-0.001,0.067,-0.085,0.019,iteration,True
8,0,2,-0.006,0.042,-0.086,-0.013,iteration,True
8,0,3,-0.002,0.074,-0.083,0.012,iteration,True
8,0,4,-0.011,0.069,-0.066,0.001,iteration,True
8,0,5,-0.002,0.04,-0.081,0.038,iteration,True
8,0,6,-0.001,0.068,-0.088,0.013,iteration,True
8,0,7,-0.011,0.069,-0.067,0.005,iteration,True
8,0,8,-0.01,0.068,-0.066,0.01,iteration,True
8,0,9,-0.002,0.042,-0.079,0.026,iteration,True
8,0,10,-0.002,0.066,-0.085,0.022,iteration,True
8,0,11,-0.002,0.065,-0.097,0.003,iteration,True
8,0,12,-0.001,0.083,-0.084,0.01,iteration,True
8,0,13,-0.012,0.07,-0.059,0.004,iteration,True
8,0,14,-0.011,0.068,-0.063,-0.0,iteration,True
8,0,15,-0.002,0.066,-0.085,0.011,iteration,True
8,0,16,-0.004,0.057,-0.079,0.026,iteration,True
8,0,17,-0.003,0.052,-0.083,0.021,iteration,True
8,0,18,-0.001,0.058,-0.085,0.054,iteration,True
8,0,19,-0.012,0.065,-0.058,-0.004,iteration,True
8,0,20,-0.006,0.052,-0.085,0.032,iteration,True
8,0,21,-0.009,0.067,-0.07,0.012,iteration,True
8,0,22,-0.003,0.067,-0.086,0.046,iteration,True
8,0,23,-0.012,0.067,-0.056,-0.001,iteration,True
8,0,24,-0.003,0.01,-0.084,0.059,iteration,True
8,0,25,-0.004,0.058,-0.082,0.047,iteration,True
8,0,26,-0.003,0.055,-0.082,0.03,iteration,True
8,0,27,-0.002,0.066,-0.093,0.018,iteration,True
8,0,28,-0.009,0.086,-0.067,-0.044,iteration,True
8,0,29,-0.005,0.051,-0.066,0.027,iteration,True
8,0,30,-0.007,0.088,-0.081,-0.052,iteration,True
8,0,31,-0.006,0.078,-0.07,-0.06,iteration,True
8,0,32,-0.006,0.079,-0.068,-0.057,iteration,True
8,0,33,-0.011,0.065,-0.064,-0.004,iteration,True
8,0,34,-0.012,0.07,-0.047,-0.017,iteration,True
8,0,35,-0.008,0.082,-0.071,-0.04,iteration,True
8,0,36,-0.006,0.081,-0.073,-0.048,iteration,True
8,0,37,-0.003,0.052,-0.085,0.046,iteration,True
8,0,38,-0.01,0.028,-0.08,0.02,iteration,True
8,0,39,-0.0,0.072,-0.094,0.023,iteration,True
8,0,40,-0.012,0.064,-0.059,-0.005,iteration,True
8,0,41,-0.009,0.073,-0.069,-0.024,iteration,True
