iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.52,4.75,iteration
2,0,1,3,3.63,5.791,iteration
2,0,1,4,4.67,5.987,iteration
2,0,1,5,10.19,6.335,iteration
2,0,1,6,19.2,6.46,iteration
2,0,1,7,22.08,6.78,iteration
2,0,1,8,27.09,6.91,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.52,4.762,iteration
4,0,1,3,3.63,5.8,iteration
4,0,1,4,4.67,5.966,iteration
4,0,1,5,10.19,6.333,iteration
4,0,1,6,19.2,6.46,iteration
4,0,1,7,22.08,6.78,iteration
4,0,1,8,27.09,6.91,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.52,4.773,iteration
6,0,1,3,3.63,5.805,iteration
6,0,1,4,4.67,5.951,iteration
6,0,1,5,10.19,6.326,iteration
6,0,1,6,19.2,6.46,iteration
6,0,1,7,22.08,6.78,iteration
6,0,1,8,27.09,6.91,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.52,4.784,iteration
8,0,1,3,3.63,5.806,iteration
8,0,1,4,4.67,5.942,iteration
8,0,1,5,10.19,6.317,iteration
8,0,1,6,19.2,6.46,iteration
8,0,1,7,22.08,6.78,iteration
8,0,1,8,27.09,6.91,iteration
8,0,1,9,45.0,8.1,iteration
