iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.2,4.693,iteration
2,0,1,3,3.29,5.756,iteration
2,0,1,4,5.84,6.09,iteration
2,0,1,5,9.79,6.295,iteration
2,0,1,6,19.0,6.41,iteration
2,0,1,7,22.38,6.66,iteration
2,0,1,8,27.19,6.83,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.2,4.69,iteration
4,0,1,3,3.29,5.734,iteration
4,0,1,4,5.84,6.11,iteration
4,0,1,5,9.79,6.295,iteration
4,0,1,6,19.0,6.41,iteration
4,0,1,7,22.38,6.66,iteration
4,0,1,8,27.19,6.83,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.2,4.687,iteration
6,0,1,3,3.29,5.72,iteration
6,0,1,4,5.84,6.121,iteration
6,0,1,5,9.79,6.295,iteration
6,0,1,6,19.0,6.41,iteration
6,0,1,7,22.38,6.66,iteration
6,0,1,8,27.19,6.83,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.2,4.685,iteration
8,0,1,3,3.29,5.718,iteration
8,0,1,4,5.84,6.116,iteration
8,0,1,5,9.79,6.295,iteration
8,0,1,6,19.0,6.41,iteration
8,0,1,7,22.38,6.66,iteration
8,0,1,8,27.19,6.83,iteration
8,0,1,9,45.0,8.1,iteration
