iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.57,4.622,iteration
2,0,1,3,3.92,5.184,iteration
2,0,1,4,5.18,5.914,iteration
2,0,1,5,9.23,6.264,iteration
2,0,1,6,18.87,6.53,iteration
2,0,1,7,23.75,6.7,iteration
2,0,1,8,26.23,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.57,4.557,iteration
4,0,1,3,3.92,5.31,iteration
4,0,1,4,5.18,5.934,iteration
4,0,1,5,9.23,6.299,iteration
4,0,1,6,18.87,6.53,iteration
4,0,1,7,23.75,6.7,iteration
4,0,1,8,26.23,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.57,4.501,iteration
6,0,1,3,3.92,5.443,iteration
6,0,1,4,5.18,5.954,iteration
6,0,1,5,9.23,6.327,iteration
6,0,1,6,18.87,6.53,iteration
6,0,1,7,23.75,6.7,iteration
6,0,1,8,26.23,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.57,4.501,iteration
8,0,1,3,3.92,5.525,iteration
8,0,1,4,5.18,5.972,iteration
8,0,1,5,9.23,6.344,iteration
8,0,1,6,18.87,6.53,iteration
8,0,1,7,23.75,6.7,iteration
8,0,1,8,26.23,6.96,iteration
8,0,1,9,45.0,8.1,iteration
