iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.62,4.501,iteration
2,0,1,3,4.48,4.654,iteration
2,0,1,4,5.75,5.773,iteration
2,0,1,5,9.78,5.958,iteration
2,0,1,6,13.09,6.281,iteration
2,0,1,7,19.18,6.63,iteration
2,0,1,8,23.16,6.92,iteration
2,0,1,9,26.84,7.22,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.62,4.501,iteration
4,0,1,3,4.48,4.507,iteration
4,0,1,4,5.75,5.892,iteration
4,0,1,5,9.78,6.061,iteration
4,0,1,6,13.09,6.368,iteration
4,0,1,7,19.18,6.63,iteration
4,0,1,8,23.16,6.92,iteration
4,0,1,9,26.84,7.22,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.62,4.5,iteration
6,0,1,3,4.48,4.501,iteration
6,0,1,4,5.75,5.947,iteration
6,0,1,5,9.78,6.153,iteration
6,0,1,6,13.09,6.446,iteration
6,0,1,7,19.18,6.63,iteration
6,0,1,8,23.16,6.92,iteration
6,0,1,9,26.84,7.22,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.62,4.5,iteration
8,0,1,3,4.48,4.501,iteration
8,0,1,4,5.75,5.989,iteration
8,0,1,5,9.78,6.218,iteration
8,0,1,6,13.09,6.504,iteration
8,0,1,7,19.18,6.63,iteration
8,0,1,8,23.16,6.92,iteration
8,0,1,9,26.84,7.22,iteration
8,0,1,10,45.0,8.1,iteration
