iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.52,4.643,iteration
2,0,1,3,4.5,5.719,iteration
2,0,1,4,5.37,5.887,iteration
2,0,1,5,9.5,6.169,iteration
2,0,1,6,18.83,6.2,iteration
2,0,1,7,23.23,6.71,iteration
2,0,1,8,27.91,6.83,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.52,4.642,iteration
4,0,1,3,4.5,5.744,iteration
4,0,1,4,5.37,5.882,iteration
4,0,1,5,9.5,6.17,iteration
4,0,1,6,18.83,6.2,iteration
4,0,1,7,23.23,6.71,iteration
4,0,1,8,27.91,6.83,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.52,4.638,iteration
6,0,1,3,4.5,5.768,iteration
6,0,1,4,5.37,5.874,iteration
6,0,1,5,9.5,6.167,iteration
6,0,1,6,18.83,6.2,iteration
6,0,1,7,23.23,6.71,iteration
6,0,1,8,27.91,6.83,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.52,4.637,iteration
8,0,1,3,4.5,5.772,iteration
8,0,1,4,5.37,5.876,iteration
8,0,1,5,9.5,6.166,iteration
8,0,1,6,18.83,6.2,iteration
8,0,1,7,23.23,6.71,iteration
8,0,1,8,27.91,6.83,iteration
8,0,1,9,45.0,8.1,iteration
