iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.36,4.829,iteration
2,0,1,3,4.21,5.647,iteration
2,0,1,4,4.94,5.915,iteration
2,0,1,5,8.76,6.244,iteration
2,0,1,6,19.36,6.47,iteration
2,0,1,7,22.19,6.66,iteration
2,0,1,8,27.14,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.36,4.837,iteration
4,0,1,3,4.21,5.651,iteration
4,0,1,4,4.94,5.915,iteration
4,0,1,5,8.76,6.226,iteration
4,0,1,6,19.36,6.47,iteration
4,0,1,7,22.19,6.66,iteration
4,0,1,8,27.14,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.36,4.845,iteration
6,0,1,3,4.21,5.656,iteration
6,0,1,4,4.94,5.914,iteration
6,0,1,5,8.76,6.211,iteration
6,0,1,6,19.36,6.47,iteration
6,0,1,7,22.19,6.66,iteration
6,0,1,8,27.14,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.36,4.851,iteration
8,0,1,3,4.21,5.671,iteration
8,0,1,4,4.94,5.913,iteration
8,0,1,5,8.76,6.198,iteration
8,0,1,6,19.36,6.47,iteration
8,0,1,7,22.19,6.66,iteration
8,0,1,8,27.14,6.96,iteration
8,0,1,9,45.0,8.1,iteration
