iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.01755,0.011992,0.109508,,True,True,False,accepted
1,0,0,0.001722,0.001177,0.034304,6.667,True,True,False,accepted
2,0,0,0.001529,0.000976,0.031244,0.956,True,True,False,accepted
3,0,0,0.001405,0.00096,0.03099,0.335,True,True,False,accepted
4,0,0,0.001483,0.000947,0.030778,0.512,True,True,False,accepted
5,0,0,0.001395,0.000953,0.030878,0.263,True,True,False,accepted
6,0,0,0.00147,0.000939,0.030639,0.383,True,True,False,accepted
7,0,0,0.001374,0.000939,0.03064,0.213,True,True,False,accepted
8,0,0,0.001471,0.000939,0.030648,0.364,True,True,True,accepted
