iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.64,4.61,iteration
2,0,1,3,3.93,5.359,iteration
2,0,1,4,5.65,5.479,iteration
2,0,1,5,7.95,5.742,iteration
2,0,1,6,8.7,5.901,iteration
2,0,1,7,12.11,6.154,iteration
2,0,1,8,16.44,6.464,iteration
2,0,1,9,19.17,6.608,iteration
2,0,1,10,23.05,6.78,iteration
2,0,1,11,26.47,7.03,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.64,4.501,iteration
4,0,1,3,3.93,5.433,iteration
4,0,1,4,5.65,5.566,iteration
4,0,1,5,7.95,5.805,iteration
4,0,1,6,8.7,5.966,iteration
4,0,1,7,12.11,6.193,iteration
4,0,1,8,16.44,6.552,iteration
4,0,1,9,19.17,6.608,iteration
4,0,1,10,23.05,6.78,iteration
4,0,1,11,26.47,7.03,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.64,4.5,iteration
6,0,1,3,3.93,5.453,iteration
6,0,1,4,5.65,5.653,iteration
6,0,1,5,7.95,5.907,iteration
6,0,1,6,8.7,6.027,iteration
6,0,1,7,12.11,6.25,iteration
6,0,1,8,16.44,6.654,iteration
6,0,1,9,19.17,6.655,iteration
6,0,1,10,23.05,6.78,iteration
6,0,1,11,26.47,7.03,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.64,4.5,iteration
8,0,1,3,3.93,5.427,iteration
8,0,1,4,5.65,5.74,iteration
8,0,1,5,7.95,5.966,iteration
8,0,1,6,8.7,6.104,iteration
8,0,1,7,12.11,6.323,iteration
8,0,1,8,16.44,6.762,iteration
8,0,1,9,19.17,6.763,iteration
8,0,1,10,23.05,6.78,iteration
8,0,1,11,26.47,7.03,iteration
8,0,1,12,45.0,8.1,iteration
