iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.01916666666666667,0.09008499073405934,0.09210139340241638,0.06533333333333334,-0.2,0.14,0.2,12
4,0,1,0.021666666666666667,0.04801620096962645,0.052678268764263694,0.037666666666666675,-0.067,0.098,0.098,12
6,0,1,0.012583333333333334,0.043174950942518615,0.04497128713597896,0.030583333333333334,-0.077,0.083,0.083,12
8,0,1,0.011000000000000001,0.03730728257771307,0.03889515822481422,0.023833333333333335,-0.077,0.07,0.077,12
