iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.4985121951219512,0.07143891197353112,0.5036049312995935,0.4985121951219512,-0.669,-0.333,41
1,0,x,0.027292682926829268,0.2798425728087428,0.2811703328901557,0.21685365853658536,-0.596,0.607,41
1,0,y,0.021585365853658542,0.40662393338375435,0.40719645285723227,0.3485121951219512,-0.879,0.701,41
1,0,z,0.8890975609756099,0.5681709981728941,1.0551363684839798,0.8890975609756099,0.006,2.0,41
2,0,origin_time,0.04856097560975609,0.017364175035340483,0.051572113848758115,0.04856097560975609,0.017,0.091,41
2,0,x,0.1429512195121951,0.0929190445494152,0.1704963342714441,0.1465121951219512,-0.03,0.273,41
2,0,y,-0.14917073170731707,0.11634953696995591,0.18918013096311015,0.1641463414634146,-0.344,0.162,41
2,0,z,-0.02353658536585366,0.14229702661497262,0.14423042201334066,0.11578048780487804,-0.315,0.321,41
3,0,origin_time,0.022121951219512197,0.00672525318029618,0.023121629615958324,0.022121951219512197,0.012,0.038,41
3,0,x,0.009585365853658536,0.04337526304679138,0.044421759115627436,0.030951219512195125,-0.103,0.119,41
3,0,y,-0.007317073170731709,0.030732075104264574,0.03159113799786263,0.02502439024390244,-0.069,0.066,41
3,0,z,0.059317073170731704,0.12739480385781146,0.14052740380264697,0.11224390243902439,-0.246,0.324,41
4,0,origin_time,0.018414634146341462,0.010406319866255988,0.02115160145006612,0.018609756097560975,-0.004,0.042,41
4,0,x,0.11673170731707316,0.054396477822779045,0.12878380446579038,0.11707317073170731,-0.004,0.197,41
4,0,y,-0.13382926829268293,0.05704080800193301,0.14547826926819105,0.13382926829268293,-0.242,-0.017,41
4,0,z,-0.027926829268292683,0.0691532022234064,0.07457930792607094,0.060707317073170716,-0.155,0.135,41
5,0,origin_time,0.028829268292682925,0.002117320430654703,0.02890691536808383,0.028829268292682925,0.025,0.034,41
5,0,x,0.0057560975609756105,0.007334450909019933,0.00932345586509062,0.007902439024390244,-0.014,0.019,41
5,0,y,-0.014756097560975609,0.010774360912075138,0.018270995273730516,0.0165609756097561,-0.035,0.015,41
5,0,z,-0.022439024390243905,0.02949332192331979,0.0370589510598794,0.02814634146341463,-0.098,0.052,41
6,0,origin_time,0.006609756097560976,0.005954617182839728,0.008896422958887165,0.007097560975609757,-0.004,0.018,41
6,0,x,0.0902439024390244,0.03734922893239083,0.09766742972592395,0.0902439024390244,0.009,0.144,41
6,0,y,-0.10824390243902439,0.027223358413457275,0.11161475555918485,0.10824390243902439,-0.169,-0.049,41
6,0,z,-0.023000000000000003,0.04947825341476404,0.05456278549502041,0.043195121951219516,-0.126,0.087,41
7,0,origin_time,0.029024390243902437,0.0017177382304057573,0.029075175900732515,0.029024390243902437,0.026,0.035,41
7,0,x,0.001731707317073171,0.009867474014484753,0.010018275982350286,0.007439024390243904,-0.041,0.01,41
7,0,y,-0.01226829268292683,0.00819584781918944,0.014754081700643665,0.013634146341463416,-0.027,0.018,41
7,0,z,-0.035463414634146345,0.025143585285778168,0.04347244711925687,0.035463414634146345,-0.124,-0.0,41
8,0,origin_time,0.004414634146341463,0.002819579710559693,0.005238227218271836,0.004560975609756097,-0.002,0.009,41
8,0,x,0.08334146341463415,0.02747913599317832,0.08775478584683795,0.08334146341463415,0.009,0.125,41
8,0,y,-0.0886829268292683,0.014037300526376743,0.08978701084830239,0.0886829268292683,-0.127,-0.059,41
8,0,z,-0.03480487804878049,0.057014854509515545,0.06679875126626027,0.05134146341463414,-0.15,0.057,41
