iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.38,4.801,iteration
2,0,1,3,3.86,5.717,iteration
2,0,1,4,5.39,5.979,iteration
2,0,1,5,8.43,6.204,iteration
2,0,1,6,20.27,6.37,iteration
2,0,1,7,22.02,6.68,iteration
2,0,1,8,26.13,6.82,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.38,4.8,iteration
4,0,1,3,3.86,5.718,iteration
4,0,1,4,5.39,5.977,iteration
4,0,1,5,8.43,6.198,iteration
4,0,1,6,20.27,6.37,iteration
4,0,1,7,22.02,6.68,iteration
4,0,1,8,26.13,6.82,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.38,4.8,iteration
6,0,1,3,3.86,5.718,iteration
6,0,1,4,5.39,5.974,iteration
6,0,1,5,8.43,6.192,iteration
6,0,1,6,20.27,6.37,iteration
6,0,1,7,22.02,6.68,iteration
6,0,1,8,26.13,6.82,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.38,4.8,iteration
8,0,1,3,3.86,5.717,iteration
8,0,1,4,5.39,5.973,iteration
8,0,1,5,8.43,6.184,iteration
8,0,1,6,20.27,6.37,iteration
8,0,1,7,22.02,6.68,iteration
8,0,1,8,26.13,6.82,iteration
8,0,1,9,45.0,8.1,iteration
