iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.018083333333333337,0.07868762962216841,0.08073877630977572,0.05458333333333334,-0.2,0.111,0.2,12
4,0,1,0.025249999999999998,0.03227001962606571,0.04097458561921849,0.02675,-0.009,0.079,0.079,12
6,0,1,0.02316666666666667,0.031203187159149125,0.03886300726054706,0.025833333333333333,-0.016,0.078,0.078,12
8,0,1,0.021166666666666667,0.027829341031045316,0.03496426747409418,0.02316666666666667,-0.012,0.069,0.069,12
