iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.81,4.501,iteration
2,0,1,3,3.81,4.612,iteration
2,0,1,4,5.03,5.564,iteration
2,0,1,5,9.71,5.873,iteration
2,0,1,6,13.3,6.265,iteration
2,0,1,7,17.9,6.659,iteration
2,0,1,8,22.92,6.93,iteration
2,0,1,9,25.93,7.18,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.81,4.501,iteration
4,0,1,3,3.81,4.502,iteration
4,0,1,4,5.03,5.642,iteration
4,0,1,5,9.71,5.956,iteration
4,0,1,6,13.3,6.291,iteration
4,0,1,7,17.9,6.707,iteration
4,0,1,8,22.92,6.93,iteration
4,0,1,9,25.93,7.18,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.81,4.501,iteration
6,0,1,3,3.81,4.502,iteration
6,0,1,4,5.03,5.718,iteration
6,0,1,5,9.71,6.032,iteration
6,0,1,6,13.3,6.326,iteration
6,0,1,7,17.9,6.765,iteration
6,0,1,8,22.92,6.93,iteration
6,0,1,9,25.93,7.18,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,1.81,4.5,iteration
8,0,1,3,3.81,4.501,iteration
8,0,1,4,5.03,5.776,iteration
8,0,1,5,9.71,6.102,iteration
8,0,1,6,13.3,6.36,iteration
8,0,1,7,17.9,6.822,iteration
8,0,1,8,22.92,6.93,iteration
8,0,1,9,25.93,7.18,iteration
8,0,1,10,45.0,8.1,iteration
