iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.08679,0.062036,0.24907,,True,True,False,accepted
1,0,0,0.045032,0.032188,0.179409,11.828,True,True,False,accepted
2,0,0,0.017872,0.011873,0.108964,1.765,True,True,False,accepted
3,0,0,0.014247,0.010184,0.100914,3.29,True,True,False,accepted
4,0,0,0.008698,0.005778,0.076016,1.098,True,True,False,accepted
5,0,0,0.008045,0.005751,0.075834,0.851,True,True,False,accepted
6,0,0,0.005171,0.003436,0.058614,1.191,True,True,False,accepted
7,0,0,0.004751,0.003396,0.058276,0.684,True,True,False,accepted
8,0,0,0.003748,0.00249,0.049897,0.912,True,True,True,accepted
