iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.64,4.711,iteration
2,0,1,3,4.39,5.714,iteration
2,0,1,4,5.97,6.0,iteration
2,0,1,5,9.19,6.224,iteration
2,0,1,6,19.63,6.43,iteration
2,0,1,7,21.99,6.67,iteration
2,0,1,8,27.23,7.02,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.64,4.711,iteration
4,0,1,3,4.39,5.721,iteration
4,0,1,4,5.97,5.993,iteration
4,0,1,5,9.19,6.228,iteration
4,0,1,6,19.63,6.43,iteration
4,0,1,7,21.99,6.67,iteration
4,0,1,8,27.23,7.02,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.64,4.709,iteration
6,0,1,3,4.39,5.726,iteration
6,0,1,4,5.97,5.987,iteration
6,0,1,5,9.19,6.229,iteration
6,0,1,6,19.63,6.43,iteration
6,0,1,7,21.99,6.67,iteration
6,0,1,8,27.23,7.02,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.64,4.71,iteration
8,0,1,3,4.39,5.729,iteration
8,0,1,4,5.97,5.984,iteration
8,0,1,5,9.19,6.226,iteration
8,0,1,6,19.63,6.43,iteration
8,0,1,7,21.99,6.67,iteration
8,0,1,8,27.23,7.02,iteration
8,0,1,9,45.0,8.1,iteration
