iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.6,4.501,iteration
2,0,1,3,4.45,4.682,iteration
2,0,1,4,5.14,5.614,iteration
2,0,1,5,10.18,5.904,iteration
2,0,1,6,13.16,6.221,iteration
2,0,1,7,20.05,6.44,iteration
2,0,1,8,22.2,6.67,iteration
2,0,1,9,26.72,6.92,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.6,4.501,iteration
4,0,1,3,4.45,4.608,iteration
4,0,1,4,5.14,5.704,iteration
4,0,1,5,10.18,5.981,iteration
4,0,1,6,13.16,6.253,iteration
4,0,1,7,20.05,6.44,iteration
4,0,1,8,22.2,6.67,iteration
4,0,1,9,26.72,6.92,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.6,4.5,iteration
6,0,1,3,4.45,4.539,iteration
6,0,1,4,5.14,5.778,iteration
6,0,1,5,10.18,6.044,iteration
6,0,1,6,13.16,6.29,iteration
6,0,1,7,20.05,6.44,iteration
6,0,1,8,22.2,6.67,iteration
6,0,1,9,26.72,6.92,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.6,4.5,iteration
8,0,1,3,4.45,4.501,iteration
8,0,1,4,5.14,5.84,iteration
8,0,1,5,10.18,6.118,iteration
8,0,1,6,13.16,6.34,iteration
8,0,1,7,20.05,6.44,iteration
8,0,1,8,22.2,6.67,iteration
8,0,1,9,26.72,6.92,iteration
8,0,1,10,45.0,8.1,iteration
