iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.041102,0.029379,0.171402,,True,True,False,accepted
1,0,0,0.027933,0.019966,0.1413,5.809,True,True,False,accepted
2,0,0,0.002596,0.001729,0.041581,3.587,True,True,False,accepted
3,0,0,0.002345,0.001676,0.040943,0.712,True,True,False,accepted
4,0,0,0.002302,0.001533,0.039156,1.723,True,True,False,accepted
5,0,0,0.002123,0.001518,0.038956,0.357,True,True,False,accepted
6,0,0,0.002187,0.001457,0.038168,1.224,True,True,False,accepted
7,0,0,0.002023,0.001446,0.038024,0.285,True,True,False,accepted
8,0,0,0.002136,0.001423,0.03772,0.834,True,True,True,accepted
