iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.15,4.501,iteration
2,0,1,3,3.8,4.554,iteration
2,0,1,4,5.31,5.692,iteration
2,0,1,5,8.8,5.884,iteration
2,0,1,6,13.8,6.22,iteration
2,0,1,7,18.44,6.35,iteration
2,0,1,8,23.88,6.58,iteration
2,0,1,9,27.77,6.91,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.15,4.501,iteration
4,0,1,3,3.8,4.502,iteration
4,0,1,4,5.31,5.79,iteration
4,0,1,5,8.8,6.003,iteration
4,0,1,6,13.8,6.324,iteration
4,0,1,7,18.44,6.35,iteration
4,0,1,8,23.88,6.58,iteration
4,0,1,9,27.77,6.91,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.15,4.5,iteration
6,0,1,3,3.8,4.501,iteration
6,0,1,4,5.31,5.85,iteration
6,0,1,5,8.8,6.117,iteration
6,0,1,6,13.8,6.484,iteration
6,0,1,7,18.44,6.485,iteration
6,0,1,8,23.88,6.58,iteration
6,0,1,9,27.77,6.91,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.15,4.5,iteration
8,0,1,3,3.8,4.501,iteration
8,0,1,4,5.31,5.904,iteration
8,0,1,5,8.8,6.212,iteration
8,0,1,6,13.8,6.558,iteration
8,0,1,7,18.44,6.559,iteration
8,0,1,8,23.88,6.58,iteration
8,0,1,9,27.77,6.91,iteration
8,0,1,10,45.0,8.1,iteration
