iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.010555555555555556,0.02084925317666538,0.02336902032844148,0.013,-0.011,0.061,0.061,9
4,0,1,0.0025555555555555557,0.008782699042386446,0.009146948489341495,0.005222222222222222,-0.012,0.023,0.023,9
6,0,1,0.001,0.006699917080747261,0.006774133810967192,0.003666666666666667,-0.012,0.016,0.016,9
8,0,1,0.0006666666666666668,0.004737556801183965,0.0047842333648024414,0.0026666666666666666,-0.009,0.01,0.01,9
