iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.1,4.57,iteration
2,0,1,3,3.64,5.599,iteration
2,0,1,4,5.47,5.875,iteration
2,0,1,5,9.53,6.055,iteration
2,0,1,6,19.15,6.27,iteration
2,0,1,7,21.99,6.56,iteration
2,0,1,8,27.33,6.93,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.1,4.559,iteration
4,0,1,3,3.64,5.602,iteration
4,0,1,4,5.47,5.881,iteration
4,0,1,5,9.53,6.074,iteration
4,0,1,6,19.15,6.27,iteration
4,0,1,7,21.99,6.56,iteration
4,0,1,8,27.33,6.93,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.1,4.549,iteration
6,0,1,3,3.64,5.606,iteration
6,0,1,4,5.47,5.882,iteration
6,0,1,5,9.53,6.086,iteration
6,0,1,6,19.15,6.27,iteration
6,0,1,7,21.99,6.56,iteration
6,0,1,8,27.33,6.93,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.1,4.541,iteration
8,0,1,3,3.64,5.611,iteration
8,0,1,4,5.47,5.886,iteration
8,0,1,5,9.53,6.093,iteration
8,0,1,6,19.15,6.27,iteration
8,0,1,7,21.99,6.56,iteration
8,0,1,8,27.33,6.93,iteration
8,0,1,9,45.0,8.1,iteration
