iteration,model,layer,depth,velocity
8,1,1,-5.0,4.49998
8,1,2,2.1106,4.77812
8,1,3,4.2872,5.773479999999999
8,1,4,5.629,6.0131000000000006
8,1,5,9.412799999999999,6.307519999999999
8,1,6,19.177599999999998,6.5519799999999995
8,1,7,22.62,6.8020000000000005
8,1,8,26.882400000000004,7.060600000000001
8,1,9,45.0,8.1
