iteration,model,layer,depth,velocity
8,1,1,-5.0,4.4993799999999995
8,1,2,2.006,4.505520000000001
8,1,3,4.0914,4.78508
8,1,4,5.7488,5.62582
8,1,5,8.0672,5.86596
8,1,6,9.9544,5.9993799999999995
8,1,7,12.792200000000001,6.22186
8,1,8,15.9086,6.52798
8,1,9,18.9904,6.6048800000000005
8,1,10,23.038,6.76104
8,1,11,26.991,7.0066
8,1,12,45.0,8.1
