iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.7,4.6,iteration
2,0,1,3,3.94,5.268,iteration
2,0,1,4,5.96,5.517,iteration
2,0,1,5,8.05,5.788,iteration
2,0,1,6,9.98,5.897,iteration
2,0,1,7,13.09,6.391,iteration
2,0,1,8,15.16,6.642,iteration
2,0,1,9,19.41,6.8,iteration
2,0,1,10,22.71,6.96,iteration
2,0,1,11,26.41,7.21,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.7,4.501,iteration
4,0,1,3,3.94,5.324,iteration
4,0,1,4,5.96,5.593,iteration
4,0,1,5,8.05,5.862,iteration
4,0,1,6,9.98,5.941,iteration
4,0,1,7,13.09,6.423,iteration
4,0,1,8,15.16,6.629,iteration
4,0,1,9,19.41,6.8,iteration
4,0,1,10,22.71,6.96,iteration
4,0,1,11,26.41,7.21,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.7,4.501,iteration
6,0,1,3,3.94,5.289,iteration
6,0,1,4,5.96,5.677,iteration
6,0,1,5,8.05,5.95,iteration
6,0,1,6,9.98,6.01,iteration
6,0,1,7,13.09,6.453,iteration
6,0,1,8,15.16,6.649,iteration
6,0,1,9,19.41,6.8,iteration
6,0,1,10,22.71,6.96,iteration
6,0,1,11,26.41,7.21,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.7,4.501,iteration
8,0,1,3,3.94,5.201,iteration
8,0,1,4,5.96,5.748,iteration
8,0,1,5,8.05,6.056,iteration
8,0,1,6,9.98,6.057,iteration
8,0,1,7,13.09,6.519,iteration
8,0,1,8,15.16,6.687,iteration
8,0,1,9,19.41,6.8,iteration
8,0,1,10,22.71,6.96,iteration
8,0,1,11,26.41,7.21,iteration
8,0,1,12,45.0,8.1,iteration
