iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.59,4.501,iteration
2,0,1,3,4.1,5.265,iteration
2,0,1,4,6.08,5.858,iteration
2,0,1,5,10.04,6.167,iteration
2,0,1,6,19.29,6.3,iteration
2,0,1,7,23.8,6.77,iteration
2,0,1,8,27.21,7.15,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.59,4.501,iteration
4,0,1,3,4.1,5.288,iteration
4,0,1,4,6.08,5.954,iteration
4,0,1,5,10.04,6.251,iteration
4,0,1,6,19.29,6.3,iteration
4,0,1,7,23.8,6.77,iteration
4,0,1,8,27.21,7.15,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.59,4.5,iteration
6,0,1,3,4.1,5.286,iteration
6,0,1,4,6.08,6.033,iteration
6,0,1,5,10.04,6.346,iteration
6,0,1,6,19.29,6.347,iteration
6,0,1,7,23.8,6.77,iteration
6,0,1,8,27.21,7.15,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.59,4.5,iteration
8,0,1,3,4.1,5.322,iteration
8,0,1,4,6.08,6.083,iteration
8,0,1,5,10.04,6.391,iteration
8,0,1,6,19.29,6.392,iteration
8,0,1,7,23.8,6.77,iteration
8,0,1,8,27.21,7.15,iteration
8,0,1,9,45.0,8.1,iteration
