iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,0.025978260869565215,0.02816449285616538,0.038315906561794594,0.031021739130434777,-0.048,0.101,46
1,0,x,0.4426739130434783,0.09637067349964432,0.45304249248828754,0.4426739130434783,0.222,0.666,46
1,0,y,-0.815108695652174,0.1702375869523007,0.8326962361744711,0.815108695652174,-1.26,-0.34,46
1,0,z,0.05884782608695653,0.22434920057718485,0.23193885063693537,0.19341304347826088,-0.618,0.368,46
2,0,origin_time,-0.011869565217391305,0.010366351703326056,0.01575905536784983,0.012956521739130436,-0.035,0.015,46
2,0,x,0.04521739130434783,0.02185715785998825,0.05022298105535907,0.04582608695652175,-0.014,0.095,46
2,0,y,-0.06108695652173914,0.032498044146470347,0.0691934905206753,0.06217391304347827,-0.157,0.02,46
2,0,z,0.052978260869565225,0.07446431568220381,0.09138725531923263,0.06719565217391303,-0.125,0.223,46
3,0,origin_time,-0.0005,0.003194764739246136,0.003233654548514797,0.002021739130434783,-0.012,0.009,46
3,0,x,0.005630434782608696,0.005943058412065706,0.008186680592916447,0.0064565217391304355,-0.009,0.023,46
3,0,y,-0.004195652173913044,0.01076350428878389,0.011552338366717384,0.007630434782608695,-0.037,0.033,46
3,0,z,0.007608695652173913,0.04960911480979801,0.050189207223656475,0.03221739130434782,-0.159,0.139,46
4,0,origin_time,-0.003543478260869565,0.005818660094300549,0.006812711903365712,0.005065217391304349,-0.019,0.012,46
4,0,x,0.033369565217391296,0.004249596889589359,0.033639068900933315,0.033369565217391296,0.027,0.042,46
4,0,y,-0.0462391304347826,0.00735492967663214,0.046820424751523176,0.0462391304347826,-0.063,-0.027,46
4,0,z,0.03926086956521739,0.04623072326015352,0.060652251831023664,0.04856521739130436,-0.033,0.133,46
5,0,origin_time,-0.0011521739130434783,0.0016546034767902635,0.0020162384262046858,0.001282608695652174,-0.008,0.002,46
5,0,x,0.0024347826086956524,0.0024105941348920193,0.003426241444320964,0.0027391304347826086,-0.002,0.01,46
5,0,y,-0.0032173913043478265,0.0041489288480294935,0.005250258792793392,0.003956521739130435,-0.018,0.015,46
5,0,z,0.01739130434782609,0.023989561371988776,0.029630331110858863,0.02047826086956522,-0.043,0.098,46
6,0,origin_time,-0.003673913043478261,0.004601768789545882,0.005888455913350991,0.0045000000000000005,-0.015,0.004,46
6,0,x,0.02749999999999999,0.003487555516154671,0.027720264130744878,0.02749999999999999,0.02,0.034,46
6,0,y,-0.033956521739130434,0.004680935068882352,0.034277638800523154,0.033956521739130434,-0.044,-0.028,46
6,0,z,0.03108695652173913,0.03746930690982231,0.0486862180302286,0.03982608695652174,-0.016,0.09,46
7,0,origin_time,-0.0010000000000000002,0.001122884484360431,0.0015036188231122246,0.0010000000000000002,-0.005,-0.0,46
7,0,x,0.0018913043478260875,0.0018559921859557821,0.0026498564358158694,0.002239130434782609,-0.003,0.007,46
7,0,y,-0.0028913043478260873,0.0021490974937883075,0.003602535339113999,0.0029347826086956524,-0.012,0.001,46
7,0,z,0.014152173913043482,0.015185759048621761,0.020757921484287054,0.015021739130434785,-0.006,0.056,46
8,0,origin_time,-0.0027826086956521745,0.003070993632419183,0.004144142015360751,0.003000000000000001,-0.011,0.003,46
8,0,x,0.023326086956521733,0.0023503408432385044,0.0234441983181897,0.023326086956521733,0.018,0.03,46
8,0,y,-0.021173913043478265,0.0027211278657945826,0.021348047461882375,0.021173913043478265,-0.027,-0.017,46
8,0,z,0.030760869565217386,0.026832155257556098,0.04081905991291217,0.031065217391304346,-0.003,0.078,46
