iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.003999999999999999,0.015895492023421817,0.016391054470858996,0.008444444444444444,-0.016,0.045,0.045,9
4,0,1,-0.00022222222222222231,0.006407942602353873,0.0064117946872237815,0.003777777777777778,-0.008,0.016,0.016,9
6,0,1,-0.00011111111111111112,0.002997941680718232,0.003,0.001888888888888889,-0.005,0.006,0.006,9
8,0,1,-0.00011111111111111112,0.0023778816176702995,0.002380476142847617,0.0014444444444444446,-0.004,0.005,0.005,9
