iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.024,0.06295148043444959,0.0673712764380258,0.026444444444444448,-0.011,0.2,0.2,9
4,0,1,0.02755555555555556,0.061716396364717485,0.06758862494697035,0.02755555555555556,0.0,0.199,0.199,9
6,0,1,0.021444444444444447,0.0392006550713721,0.04468283289536996,0.021444444444444447,0.0,0.125,0.125,9
8,0,1,0.018333333333333333,0.03785351884420904,0.042059481689626185,0.018333333333333333,0.0,0.122,0.122,9
