iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.88,4.837,iteration
2,0,1,3,3.82,5.824,iteration
2,0,1,4,5.25,6.047,iteration
2,0,1,5,8.75,6.34,iteration
2,0,1,6,18.85,6.42,iteration
2,0,1,7,22.28,6.74,iteration
2,0,1,8,26.7,6.95,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.88,4.849,iteration
4,0,1,3,3.82,5.816,iteration
4,0,1,4,5.25,6.04,iteration
4,0,1,5,8.75,6.331,iteration
4,0,1,6,18.85,6.42,iteration
4,0,1,7,22.28,6.74,iteration
4,0,1,8,26.7,6.95,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.88,4.86,iteration
6,0,1,3,3.82,5.807,iteration
6,0,1,4,5.25,6.037,iteration
6,0,1,5,8.75,6.317,iteration
6,0,1,6,18.85,6.42,iteration
6,0,1,7,22.28,6.74,iteration
6,0,1,8,26.7,6.95,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.88,4.867,iteration
8,0,1,3,3.82,5.804,iteration
8,0,1,4,5.25,6.03,iteration
8,0,1,5,8.75,6.308,iteration
8,0,1,6,18.85,6.42,iteration
8,0,1,7,22.28,6.74,iteration
8,0,1,8,26.7,6.95,iteration
8,0,1,9,45.0,8.1,iteration
