iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.37,4.53,iteration
2,0,1,3,4.29,4.895,iteration
2,0,1,4,5.58,5.343,iteration
2,0,1,5,7.75,5.485,iteration
2,0,1,6,9.83,5.537,iteration
2,0,1,7,13.27,5.998,iteration
2,0,1,8,15.8,6.227,iteration
2,0,1,9,19.14,6.396,iteration
2,0,1,10,22.91,6.73,iteration
2,0,1,11,26.58,6.95,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.37,4.501,iteration
4,0,1,3,4.29,4.799,iteration
4,0,1,4,5.58,5.428,iteration
4,0,1,5,7.75,5.577,iteration
4,0,1,6,9.83,5.616,iteration
4,0,1,7,13.27,6.047,iteration
4,0,1,8,15.8,6.279,iteration
4,0,1,9,19.14,6.396,iteration
4,0,1,10,22.91,6.73,iteration
4,0,1,11,26.58,6.95,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.37,4.501,iteration
6,0,1,3,4.29,4.714,iteration
6,0,1,4,5.58,5.499,iteration
6,0,1,5,7.75,5.668,iteration
6,0,1,6,9.83,5.69,iteration
6,0,1,7,13.27,6.102,iteration
6,0,1,8,15.8,6.333,iteration
6,0,1,9,19.14,6.396,iteration
6,0,1,10,22.91,6.73,iteration
6,0,1,11,26.58,6.95,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.37,4.501,iteration
8,0,1,3,4.29,4.617,iteration
8,0,1,4,5.58,5.555,iteration
8,0,1,5,7.75,5.749,iteration
8,0,1,6,9.83,5.75,iteration
8,0,1,7,13.27,6.163,iteration
8,0,1,8,15.8,6.387,iteration
8,0,1,9,19.14,6.396,iteration
8,0,1,10,22.91,6.73,iteration
8,0,1,11,26.58,6.95,iteration
8,0,1,12,45.0,8.1,iteration
