iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.030111111111111113,0.06180514981140227,0.06874994949493095,0.040777777777777774,-0.048,0.165,0.165,9
4,0,1,0.0035555555555555557,0.016951637817372044,0.017320508075688773,0.010222222222222223,-0.023,0.041,0.041,9
6,0,1,0.0013333333333333333,0.011785113019775792,0.01186029791643813,0.007555555555555556,-0.015,0.026,0.026,9
8,0,1,0.0017777777777777783,0.014242173505923859,0.014352700094407323,0.009111111111111111,-0.02,0.031,0.031,9
