iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.086462,0.061801,0.248599,,True,True,False,accepted
1,0,0,0.040257,0.028775,0.169631,11.971,True,True,False,accepted
2,0,0,0.010885,0.007194,0.084815,2.235,True,True,False,accepted
3,0,0,0.009326,0.006666,0.081648,1.967,True,True,False,accepted
4,0,0,0.003984,0.002633,0.051312,1.753,True,True,False,accepted
5,0,0,0.003635,0.002598,0.05097,0.55,True,True,False,accepted
6,0,0,0.00251,0.001659,0.040725,1.689,True,True,False,accepted
7,0,0,0.002259,0.001615,0.040186,0.651,True,True,False,accepted
8,0,0,0.002322,0.001534,0.039173,1.331,True,True,True,accepted
