iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.66,4.516,iteration
2,0,1,3,4.55,5.13,iteration
2,0,1,4,6.69,5.23,iteration
2,0,1,5,8.43,5.413,iteration
2,0,1,6,10.18,5.538,iteration
2,0,1,7,12.79,5.807,iteration
2,0,1,8,16.03,6.189,iteration
2,0,1,9,19.44,6.35,iteration
2,0,1,10,24.07,6.7,iteration
2,0,1,11,27.46,7.09,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.66,4.501,iteration
4,0,1,3,4.55,5.202,iteration
4,0,1,4,6.69,5.288,iteration
4,0,1,5,8.43,5.488,iteration
4,0,1,6,10.18,5.602,iteration
4,0,1,7,12.79,5.84,iteration
4,0,1,8,16.03,6.233,iteration
4,0,1,9,19.44,6.35,iteration
4,0,1,10,24.07,6.7,iteration
4,0,1,11,27.46,7.09,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.66,4.501,iteration
6,0,1,3,4.55,5.27,iteration
6,0,1,4,6.69,5.338,iteration
6,0,1,5,8.43,5.549,iteration
6,0,1,6,10.18,5.658,iteration
6,0,1,7,12.79,5.88,iteration
6,0,1,8,16.03,6.26,iteration
6,0,1,9,19.44,6.35,iteration
6,0,1,10,24.07,6.7,iteration
6,0,1,11,27.46,7.09,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.66,4.501,iteration
8,0,1,3,4.55,5.334,iteration
8,0,1,4,6.69,5.385,iteration
8,0,1,5,8.43,5.601,iteration
8,0,1,6,10.18,5.717,iteration
8,0,1,7,12.79,5.916,iteration
8,0,1,8,16.03,6.3,iteration
8,0,1,9,19.44,6.35,iteration
8,0,1,10,24.07,6.7,iteration
8,0,1,11,27.46,7.09,iteration
8,0,1,12,45.0,8.1,iteration
