iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.32548780487804885,0.0798553942925615,0.3351405602459231,0.32548780487804885,-0.481,-0.118,41
1,0,x,0.056926829268292685,0.2689795885123775,0.2749375982415451,0.21565853658536588,-0.584,0.549,41
1,0,y,0.09887804878048781,0.41377248344317114,0.42542277393830935,0.359219512195122,-0.772,0.837,41
1,0,z,-0.07163414634146342,0.405502624339501,0.41178128814735215,0.3187073170731707,-1.073,0.941,41
2,0,origin_time,0.05790243902439025,0.02273688834498106,0.062206579528096266,0.05790243902439025,0.02,0.119,41
2,0,x,0.2742682926829268,0.158734326960559,0.31689064821611457,0.2742682926829268,0.016,0.7,41
2,0,y,-0.27460975609756094,0.15875704371525948,0.3171975994126859,0.28236585365853656,-0.534,0.159,41
2,0,z,0.02002439024390244,0.14242747196720743,0.1438282342782868,0.10651219512195122,-0.379,0.441,41
3,0,origin_time,0.001146341463414634,0.003960543049792086,0.00412310562561766,0.00275609756097561,-0.008,0.013,41
3,0,x,0.01,0.015125491324412507,0.018132305088015645,0.014341463414634149,-0.048,0.048,41
3,0,y,-0.025853658536585368,0.0196736309538375,0.03248789643288938,0.027902439024390248,-0.059,0.036,41
3,0,z,-0.014853658536585369,0.06447255456000761,0.06616148020876372,0.04339024390243903,-0.22,0.159,41
4,0,origin_time,0.0014878048780487805,0.00526433907657428,0.005470541953800618,0.003536585365853659,-0.005,0.02,41
4,0,x,0.14714634146341465,0.02206814388252868,0.14879196477124632,0.14714634146341465,0.084,0.179,41
4,0,y,-0.18195121951219512,0.02266721197043849,0.18335770717504024,0.18195121951219512,-0.225,-0.1,41
4,0,z,-0.02080487804878049,0.06061080138471461,0.06408207389841523,0.05421951219512195,-0.137,0.079,41
5,0,origin_time,0.0004390243902439024,0.0011053921164511863,0.0011893839356328399,0.0007804878048780488,-0.002,0.003,41
5,0,x,0.0051951219512195125,0.008187496452265467,0.00969661746403881,0.008121951219512195,-0.033,0.023,41
5,0,y,-0.014463414634146344,0.009031375016116708,0.017051571703540283,0.015195121951219515,-0.035,0.013,41
5,0,z,-0.012439024390243905,0.02380310369236854,0.02685734672618894,0.018,-0.12,0.023,41
6,0,origin_time,-0.005121951219512195,0.005743268050514401,0.007695421508606397,0.006585365853658537,-0.017,0.015,41
6,0,x,0.1201951219512195,0.028948414601009796,0.12363202679233438,0.1201951219512195,0.044,0.159,41
6,0,y,-0.12463414634146343,0.01834194991570666,0.12597657544549942,0.12463414634146343,-0.167,-0.07,41
6,0,z,-0.028219512195121952,0.0913245384690846,0.09558510446257801,0.07382926829268292,-0.24,0.243,41
7,0,origin_time,0.0003414634146341464,0.001970635109924308,0.002,0.0011707317073170731,-0.007,0.007,41
7,0,x,0.004731707317073171,0.007783736610501011,0.009109094892254529,0.007219512195121952,-0.021,0.031,41
7,0,y,-0.009707317073170732,0.010090429908023389,0.014001742051895003,0.01151219512195122,-0.038,0.03,41
7,0,z,-0.010609756097560976,0.0398631060241388,0.0412508684313611,0.025195121951219517,-0.101,0.169,41
8,0,origin_time,-0.004414634146341464,0.004327876794581603,0.006182193154142141,0.005439024390243903,-0.013,0.009,41
8,0,x,0.09302439024390244,0.024748971700617253,0.09626031778717441,0.09302439024390244,0.052,0.13,41
8,0,y,-0.09009756097560975,0.017891004522710505,0.09185672831418157,0.09009756097560975,-0.128,-0.058,41
8,0,z,-0.052341463414634144,0.0715083518083463,0.0886175669420669,0.0688780487804878,-0.173,0.212,41
