iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.81,4.807,iteration
2,0,1,3,4.51,5.53,iteration
2,0,1,4,5.73,6.044,iteration
2,0,1,5,9.13,6.308,iteration
2,0,1,6,18.51,6.56,iteration
2,0,1,7,22.66,6.76,iteration
2,0,1,8,26.48,7.03,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.81,4.784,iteration
4,0,1,3,4.51,5.63,iteration
4,0,1,4,5.73,6.036,iteration
4,0,1,5,9.13,6.316,iteration
4,0,1,6,18.51,6.56,iteration
4,0,1,7,22.66,6.76,iteration
4,0,1,8,26.48,7.03,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.81,4.749,iteration
6,0,1,3,4.51,5.739,iteration
6,0,1,4,5.73,6.017,iteration
6,0,1,5,9.13,6.299,iteration
6,0,1,6,18.51,6.56,iteration
6,0,1,7,22.66,6.76,iteration
6,0,1,8,26.48,7.03,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.81,4.734,iteration
8,0,1,3,4.51,5.799,iteration
8,0,1,4,5.73,6.0,iteration
8,0,1,5,9.13,6.278,iteration
8,0,1,6,18.51,6.56,iteration
8,0,1,7,22.66,6.76,iteration
8,0,1,8,26.48,7.03,iteration
8,0,1,9,45.0,8.1,iteration
