iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.31,4.671,iteration
2,0,1,3,3.12,5.727,iteration
2,0,1,4,5.67,6.049,iteration
2,0,1,5,9.7,6.242,iteration
2,0,1,6,19.09,6.31,iteration
2,0,1,7,22.23,6.58,iteration
2,0,1,8,27.2,6.73,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.31,4.668,iteration
4,0,1,3,3.12,5.699,iteration
4,0,1,4,5.67,6.068,iteration
4,0,1,5,9.7,6.246,iteration
4,0,1,6,19.09,6.31,iteration
4,0,1,7,22.23,6.58,iteration
4,0,1,8,27.2,6.73,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.31,4.665,iteration
6,0,1,3,3.12,5.691,iteration
6,0,1,4,5.67,6.077,iteration
6,0,1,5,9.7,6.247,iteration
6,0,1,6,19.09,6.31,iteration
6,0,1,7,22.23,6.58,iteration
6,0,1,8,27.2,6.73,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.31,4.664,iteration
8,0,1,3,3.12,5.694,iteration
8,0,1,4,5.67,6.072,iteration
8,0,1,5,9.7,6.245,iteration
8,0,1,6,19.09,6.31,iteration
8,0,1,7,22.23,6.58,iteration
8,0,1,8,27.2,6.73,iteration
8,0,1,9,45.0,8.1,iteration
