iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.75,4.756,iteration
2,0,1,3,3.65,5.542,iteration
2,0,1,4,4.76,5.829,iteration
2,0,1,5,8.78,6.125,iteration
2,0,1,6,19.16,6.29,iteration
2,0,1,7,23.13,6.52,iteration
2,0,1,8,26.31,6.76,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.75,4.752,iteration
4,0,1,3,3.65,5.55,iteration
4,0,1,4,4.76,5.847,iteration
4,0,1,5,8.78,6.115,iteration
4,0,1,6,19.16,6.29,iteration
4,0,1,7,23.13,6.52,iteration
4,0,1,8,26.31,6.76,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.75,4.75,iteration
6,0,1,3,3.65,5.558,iteration
6,0,1,4,4.76,5.851,iteration
6,0,1,5,8.78,6.111,iteration
6,0,1,6,19.16,6.29,iteration
6,0,1,7,23.13,6.52,iteration
6,0,1,8,26.31,6.76,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.75,4.748,iteration
8,0,1,3,3.65,5.566,iteration
8,0,1,4,4.76,5.853,iteration
8,0,1,5,8.78,6.108,iteration
8,0,1,6,19.16,6.29,iteration
8,0,1,7,23.13,6.52,iteration
8,0,1,8,26.31,6.76,iteration
8,0,1,9,45.0,8.1,iteration
