iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.004666666666666667,0.015811388300841896,0.016485684025170984,0.006666666666666667,-0.005,0.049,0.049,9
4,0,1,0.0014444444444444444,0.007289430874158544,0.00743116560320265,0.004333333333333333,-0.01,0.018,0.018,9
6,0,1,0.0007777777777777777,0.003520662115056635,0.003605551275463989,0.002111111111111111,-0.004,0.009,0.009,9
8,0,1,0.0004444444444444446,0.0029101779674908434,0.002943920288775949,0.0015555555555555557,-0.003,0.008,0.008,9
