iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.019732,0.013483,0.116115,,True,True,False,accepted
1,0,0,0.001823,0.001245,0.03529,6.786,True,True,False,accepted
2,0,0,0.001511,0.000965,0.031067,0.987,True,True,False,accepted
3,0,0,0.001412,0.000965,0.031066,0.428,True,True,False,accepted
4,0,0,0.001475,0.000942,0.030686,0.566,True,True,False,accepted
5,0,0,0.001379,0.000943,0.030702,0.297,True,True,False,accepted
6,0,0,0.001456,0.00093,0.030494,0.449,True,True,False,accepted
7,0,0,0.001361,0.00093,0.030495,0.196,True,True,False,accepted
8,0,0,0.001438,0.000919,0.030308,0.412,True,True,True,accepted
