iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,0.026,0.553,-1.237,0.312,iteration,True
1,0,2,0.087,0.63,-0.806,-0.188,iteration,True
1,0,3,0.081,0.634,-0.854,-0.123,iteration,True
1,0,4,0.043,0.446,-0.687,-0.216,iteration,True
1,0,5,0.089,0.41,-0.808,-0.112,iteration,True
1,0,6,0.038,0.459,-0.908,0.211,iteration,True
1,0,7,0.067,0.459,-0.832,0.095,iteration,True
1,0,8,0.075,0.513,-0.757,0.024,iteration,True
1,0,9,0.02,0.383,-0.872,0.358,iteration,True
1,0,10,0.071,0.545,-0.749,-0.038,iteration,True
1,0,11,0.054,0.416,-0.881,0.146,iteration,True
1,0,12,0.061,0.521,-0.755,-0.078,iteration,True
1,0,13,0.064,0.325,-1.119,0.064,iteration,True
1,0,14,0.051,0.341,-0.815,0.234,iteration,True
1,0,15,0.063,0.502,-0.669,-0.323,iteration,True
1,0,16,0.028,0.459,-0.986,0.103,iteration,True
1,0,17,0.033,0.499,-0.92,0.264,iteration,True
1,0,18,0.055,0.501,-0.894,0.108,iteration,True
1,0,19,0.082,0.429,-0.832,-0.072,iteration,True
1,0,20,0.064,0.416,-0.837,0.151,iteration,True
1,0,21,0.06,0.553,-0.699,-0.205,iteration,True
1,0,22,0.079,0.54,-0.748,-0.096,iteration,True
1,0,23,0.071,0.451,-0.864,-0.059,iteration,True
1,0,24,0.045,0.355,-0.848,0.14,iteration,True
1,0,25,0.016,0.615,-1.168,0.293,iteration,True
1,0,26,0.059,0.421,-0.845,0.205,iteration,True
1,0,27,0.047,0.452,-0.897,0.194,iteration,True
1,0,28,0.057,0.625,-0.488,-0.74,iteration,True
1,0,29,0.067,0.516,-0.817,-0.421,iteration,True
1,0,30,0.06,0.428,-0.918,0.109,iteration,True
1,0,31,0.062,0.476,-0.854,0.107,iteration,True
1,0,32,0.082,0.39,-0.789,-0.223,iteration,True
1,0,33,0.092,0.429,-0.736,-0.102,iteration,True
1,0,34,0.09,0.473,-0.853,-0.271,iteration,True
1,0,35,0.097,0.429,-0.868,-0.481,iteration,True
1,0,36,0.078,0.305,-1.041,-0.211,iteration,True
1,0,37,0.097,0.466,-0.615,-0.15,iteration,True
1,0,38,0.046,0.447,-0.887,0.253,iteration,True
1,0,39,0.07,0.31,-0.719,-0.268,iteration,True
1,0,40,0.037,0.278,-0.597,-0.495,iteration,True
1,0,41,0.077,0.65,-0.53,-0.368,iteration,True
1,0,42,0.058,0.413,-0.903,0.183,iteration,True
1,0,43,0.082,0.24,-0.819,-0.38,iteration,True
1,0,44,0.018,0.596,-0.845,0.451,iteration,True
1,0,45,0.068,0.426,-0.701,-0.098,iteration,True
1,0,46,0.051,0.463,-0.893,0.278,iteration,True
2,0,1,-0.027,0.046,-0.184,0.226,iteration,True
2,0,2,-0.011,-0.004,-0.055,0.036,iteration,True
2,0,3,-0.011,-0.019,-0.028,-0.008,iteration,True
2,0,4,-0.008,0.011,-0.086,-0.002,iteration,True
2,0,5,-0.017,0.052,-0.048,0.039,iteration,True
2,0,6,-0.019,0.044,-0.094,0.129,iteration,True
2,0,7,-0.018,0.014,-0.078,0.086,iteration,True
2,0,8,-0.007,0.021,-0.059,0.031,iteration,True
2,0,9,-0.018,0.05,-0.096,0.164,iteration,True
2,0,10,-0.011,-0.0,-0.053,-0.033,iteration,True
2,0,11,-0.026,0.04,-0.066,0.178,iteration,True
2,0,12,-0.008,0.0,-0.038,-0.005,iteration,True
2,0,13,-0.015,0.034,-0.119,0.056,iteration,True
2,0,14,-0.018,0.037,-0.072,0.127,iteration,True
2,0,15,-0.012,-0.001,-0.046,0.035,iteration,True
2,0,16,-0.02,0.05,-0.115,0.108,iteration,True
2,0,17,-0.018,0.06,-0.114,0.137,iteration,True
2,0,18,-0.013,0.022,-0.072,0.064,iteration,True
2,0,19,-0.019,0.038,-0.047,0.067,iteration,True
2,0,20,-0.024,0.034,-0.059,0.161,iteration,True
2,0,21,-0.01,-0.001,-0.062,0.032,iteration,True
2,0,22,-0.009,0.008,-0.042,0.024,iteration,True
2,0,23,-0.016,0.026,-0.061,0.02,iteration,True
2,0,24,-0.015,0.051,-0.078,0.072,iteration,True
2,0,25,-0.026,0.103,-0.191,0.173,iteration,True
2,0,26,-0.027,0.036,-0.066,0.18,iteration,True
2,0,27,-0.019,0.041,-0.088,0.126,iteration,True
2,0,28,-0.031,-0.075,0.028,-0.139,iteration,True
2,0,29,-0.007,0.016,-0.046,-0.151,iteration,True
2,0,30,-0.014,0.015,-0.08,0.048,iteration,True
2,0,31,0.004,0.038,-0.004,-0.044,iteration,True
2,0,32,-0.019,0.038,-0.035,-0.02,iteration,True
2,0,33,-0.005,0.01,-0.045,0.048,iteration,True
2,0,34,-0.018,0.03,-0.044,0.084,iteration,True
2,0,35,-0.026,0.017,0.0,0.176,iteration,True
2,0,36,-0.021,0.035,-0.081,0.072,iteration,True
